Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00107_00000.ppm;93;61;8;5;84;55;58
00107_00001.ppm;107;72;9;6;98;65;58
00107_00002.ppm;207;105;17;9;189;95;58
00775_00000.ppm;104;69;9;6;94;63;58
00775_00001.ppm;99;67;8;6;90;61;58
00775_00002.ppm;108;74;9;6;98;67;58
00776_00000.ppm;216;108;18;9;197;98;58
00776_00001.ppm;204;109;17;9;187;100;58
00776_00002.ppm;201;122;17;10;183;111;58
01444_00000.ppm;98;81;8;7;90;73;58
01444_00001.ppm;99;70;8;6;91;64;58
01444_00002.ppm;95;67;8;6;86;60;58
01788_00000.ppm;230;158;19;13;210;144;58
01788_00001.ppm;242;171;20;14;222;156;58
01788_00002.ppm;225;164;19;14;205;150;58
