Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00138_00000.ppm;154;163;13;14;141;148;13
00138_00001.ppm;68;74;6;6;61;68;13
00138_00002.ppm;47;50;5;5;42;44;13
00178_00000.ppm;189;183;16;15;173;168;13
00178_00001.ppm;133;130;11;11;122;119;13
00178_00002.ppm;100;104;8;9;92;94;13
00184_00000.ppm;196;206;16;17;179;189;13
00184_00001.ppm;145;154;12;13;133;140;13
00184_00002.ppm;115;120;10;10;104;109;13
00196_00000.ppm;208;134;17;11;191;123;13
00196_00001.ppm;108;117;9;10;98;107;13
00196_00002.ppm;86;95;7;8;79;87;13
00197_00000.ppm;166;182;14;15;151;167;13
00197_00001.ppm;129;141;11;12;118;129;13
00197_00002.ppm;103;112;9;9;94;103;13
00202_00000.ppm;80;76;7;6;73;70;13
00202_00001.ppm;97;96;8;8;88;87;13
00202_00002.ppm;158;178;13;15;145;162;13
00235_00000.ppm;217;223;18;19;198;203;13
00235_00001.ppm;145;154;12;13;133;141;13
00235_00002.ppm;110;118;9;10;100;108;13
00248_00000.ppm;83;91;7;8;76;83;13
00248_00001.ppm;116;124;10;10;106;113;13
00248_00002.ppm;136;144;11;12;125;131;13
00257_00000.ppm;121;121;10;10;111;110;13
00257_00001.ppm;164;156;14;13;149;143;13
00257_00002.ppm;279;158;23;13;256;145;13
00307_00000.ppm;307;241;26;20;280;220;13
00307_00001.ppm;81;88;7;7;73;81;13
00307_00002.ppm;120;132;10;11;110;120;13
00433_00000.ppm;73;70;6;6;67;63;13
00433_00001.ppm;74;73;6;6;67;67;13
00433_00002.ppm;74;68;6;6;68;61;13
00572_00000.ppm;74;81;6;7;67;74;13
00572_00001.ppm;167;176;14;15;152;160;13
00572_00002.ppm;105;110;9;9;95;101;13
00866_00000.ppm;88;92;7;8;80;83;13
00866_00001.ppm;83;83;7;7;76;76;13
00866_00002.ppm;93;91;8;8;84;83;13
00869_00000.ppm;88;85;7;7;81;77;13
00869_00001.ppm;69;68;6;6;63;61;13
00869_00002.ppm;81;76;7;6;74;70;13
00880_00000.ppm;121;119;10;10;110;109;13
00880_00001.ppm;120;116;10;10;110;106;13
00880_00002.ppm;123;121;10;10;112;110;13
00884_00000.ppm;79;72;7;6;71;65;13
00884_00001.ppm;84;79;7;7;77;71;13
00884_00002.ppm;98;94;8;8;89;85;13
00919_00000.ppm;71;69;6;6;65;63;13
00919_00001.ppm;87;83;7;7;80;75;13
00919_00002.ppm;79;74;7;6;72;67;13
00961_00000.ppm;312;159;26;13;286;145;13
00961_00001.ppm;314;122;26;10;288;112;13
00961_00002.ppm;319;75;27;6;292;69;13
01447_00000.ppm;81;84;7;7;74;77;13
01447_00001.ppm;98;99;8;8;90;91;13
01447_00002.ppm;118;121;10;10;107;110;13
01450_00000.ppm;73;75;6;6;66;69;13
01450_00001.ppm;69;68;6;6;63;61;13
01450_00002.ppm;71;70;6;6;64;64;13
01452_00000.ppm;272;128;23;11;248;116;13
01452_00001.ppm;106;107;9;9;96;98;13
01452_00002.ppm;129;134;11;11;117;122;13
01466_00000.ppm;120;121;10;10;110;110;13
01466_00001.ppm;163;157;14;13;149;144;13
01466_00002.ppm;325;148;27;12;297;135;13
01471_00000.ppm;133;151;11;13;121;138;13
01471_00001.ppm;104;118;9;10;94;108;13
01471_00002.ppm;85;96;7;8;77;87;13
01549_00000.ppm;187;181;16;15;171;165;13
01549_00001.ppm;136;135;11;11;124;124;13
01549_00002.ppm;109;111;9;9;99;101;13
01574_00000.ppm;141;164;12;14;129;150;13
01574_00001.ppm;85;98;7;8;77;90;13
01574_00002.ppm;105;118;9;10;95;108;13
01575_00000.ppm;71;75;6;6;64;69;13
01575_00001.ppm;82;85;7;7;74;78;13
01575_00002.ppm;97;100;8;8;89;92;13
01576_00000.ppm;96;106;8;9;87;96;13
01576_00001.ppm;120;129;10;11;109;118;13
01576_00002.ppm;182;196;15;16;167;180;13
01580_00000.ppm;94;98;8;8;85;89;13
01580_00001.ppm;188;191;16;16;171;174;13
01580_00002.ppm;133;136;11;11;121;125;13
01682_00000.ppm;109;123;9;10;100;112;13
01682_00001.ppm;159;177;13;15;146;161;13
01682_00002.ppm;235;260;20;22;214;237;13
01704_00000.ppm;200;158;17;13;182;144;13
01704_00001.ppm;260;202;22;17;237;185;13
01704_00002.ppm;379;332;32;28;346;303;13
