Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00465_00000.ppm;121;124;10;10;111;114;23
00465_00001.ppm;121;117;10;10;110;106;23
00465_00002.ppm;120;109;10;9;110;99;23
00535_00000.ppm;55;51;5;5;49;45;23
00535_00001.ppm;54;55;5;5;49;49;23
00535_00002.ppm;54;42;5;5;48;36;23
00630_00000.ppm;81;81;7;7;74;74;23
00630_00001.ppm;83;86;7;7;76;78;23
00630_00002.ppm;80;58;7;5;72;53;23
00785_00000.ppm;242;254;20;21;221;233;23
00785_00001.ppm;247;261;21;22;225;239;23
00785_00002.ppm;251;268;21;22;229;245;23
00908_00000.ppm;97;92;8;8;88;84;23
00908_00001.ppm;91;86;8;7;83;79;23
00908_00002.ppm;84;82;7;7;77;74;23
