Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00240_00000.ppm;94;103;8;9;86;94;10
00240_00001.ppm;85;96;7;8;77;87;10
00240_00002.ppm;87;98;7;8;79;89;10
00249_00000.ppm;164;169;14;14;149;154;10
00249_00001.ppm;128;131;11;11;116;119;10
00249_00002.ppm;92;94;8;8;83;86;10
00254_00000.ppm;79;72;7;6;72;65;10
00254_00001.ppm;103;92;9;8;94;84;10
00254_00002.ppm;131;112;11;9;120;103;10
00262_00000.ppm;69;71;6;6;62;64;10
00262_00001.ppm;75;81;6;7;68;74;10
00262_00002.ppm;243;100;20;8;223;92;10
00263_00000.ppm;79;85;7;7;72;78;10
00263_00001.ppm;96;106;8;9;87;96;10
00263_00002.ppm;123;134;10;11;112;123;10
00289_00000.ppm;94;97;8;8;85;89;10
00289_00001.ppm;79;83;7;7;71;76;10
00289_00002.ppm;71;75;6;6;64;68;10
01903_00000.ppm;88;76;7;6;81;70;10
01903_00001.ppm;118;98;10;8;108;89;10
01903_00002.ppm;159;131;13;11;146;119;10
