Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00022_00000.ppm;57;54;5;5;51;49;40
00022_00001.ppm;56;55;5;5;50;49;40
00022_00002.ppm;55;54;5;5;50;48;40
00030_00000.ppm;118;119;10;10;108;109;40
00030_00001.ppm;79;80;7;7;72;73;40
00448_00000.ppm;76;76;6;6;70;70;40
00448_00001.ppm;105;106;9;9;96;97;40
00448_00002.ppm;153;154;13;13;139;140;40
00452_00000.ppm;143;134;12;11;130;123;40
00452_00001.ppm;144;132;12;11;131;120;40
00452_00002.ppm;142;139;12;12;130;126;40
00460_00000.ppm;94;97;8;8;85;89;40
00460_00001.ppm;111;108;9;9;101;99;40
00460_00002.ppm;146;140;12;12;133;127;40
00464_00000.ppm;82;80;7;7;75;73;40
00464_00001.ppm;84;83;7;7;77;76;40
00464_00002.ppm;82;79;7;7;74;72;40
00479_00000.ppm;83;82;7;7;75;75;40
00479_00001.ppm;83;82;7;7;76;75;40
00479_00002.ppm;85;83;7;7;77;76;40
00525_00000.ppm;117;115;10;10;107;105;40
00525_00001.ppm;190;177;16;15;174;162;40
00525_00002.ppm;144;139;12;12;131;127;40
00530_00000.ppm;193;181;16;15;176;166;40
00530_00001.ppm;116;115;10;10;106;105;40
00530_00002.ppm;145;140;12;12;132;127;40
00543_00000.ppm;105;104;9;9;96;94;40
00543_00001.ppm;130;124;11;10;118;114;40
00543_00002.ppm;170;167;14;14;156;153;40
00706_00000.ppm;382;352;32;29;349;323;40
00706_00001.ppm;362;489;30;41;331;447;40
00706_00002.ppm;347;529;29;44;317;484;40
00708_00000.ppm;251;237;21;20;230;216;40
00708_00001.ppm;203;190;17;16;185;173;40
00708_00002.ppm;223;211;19;18;203;192;40
00711_00000.ppm;287;296;24;25;263;271;40
00711_00001.ppm;235;236;20;20;214;215;40
00711_00002.ppm;260;263;22;22;238;241;40
00730_00000.ppm;70;47;6;5;64;41;40
00730_00001.ppm;68;45;6;5;62;39;40
00730_00002.ppm;68;44;6;5;61;38;40
00730_00003.ppm;64;41;5;5;59;36;40
00731_00000.ppm;70;71;6;6;63;64;40
00731_00001.ppm;70;74;6;6;63;67;40
00731_00002.ppm;72;75;6;6;65;69;40
00744_00000.ppm;62;57;5;5;56;51;40
00744_00001.ppm;62;58;5;5;56;52;40
00744_00002.ppm;61;56;5;5;56;50;40
00765_00000.ppm;61;55;5;5;56;49;40
00765_00001.ppm;61;55;5;5;55;50;40
00765_00002.ppm;61;55;5;5;55;49;40
00767_00000.ppm;71;70;6;6;64;64;40
00767_00001.ppm;72;73;6;6;65;66;40
00767_00002.ppm;73;79;6;7;67;71;40
00787_00000.ppm;44;41;5;5;39;35;40
00787_00001.ppm;45;42;5;5;39;36;40
00787_00002.ppm;43;39;5;5;37;34;40
00797_00000.ppm;135;121;11;10;123;110;40
00797_00001.ppm;176;164;15;14;160;149;40
00797_00002.ppm;151;139;13;12;137;127;40
00798_00000.ppm;64;64;5;5;59;58;40
00798_00001.ppm;74;74;6;6;67;67;40
00798_00002.ppm;70;69;6;6;63;63;40
00799_00000.ppm;122;112;10;9;111;103;40
00799_00001.ppm;139;124;12;10;127;113;40
00799_00002.ppm;154;142;13;12;141;129;40
00817_00000.ppm;95;95;8;8;87;86;40
00817_00001.ppm;96;92;8;8;88;84;40
00817_00002.ppm;97;98;8;8;89;90;40
00819_00000.ppm;73;63;6;5;67;57;40
00819_00001.ppm;71;62;6;5;65;56;40
00819_00002.ppm;72;62;6;5;66;56;40
00826_00000.ppm;165;156;14;13;151;143;40
00826_00001.ppm;182;175;15;15;166;159;40
00826_00002.ppm;144;135;12;11;131;123;40
00829_00000.ppm;187;132;16;11;171;121;40
00829_00001.ppm;182;123;15;10;166;112;40
00829_00002.ppm;193;134;16;11;176;123;40
00853_00000.ppm;111;110;9;9;102;100;40
00853_00001.ppm;115;112;10;9;104;103;40
00853_00002.ppm;119;121;10;10;109;111;40
00862_00000.ppm;160;157;13;13;147;144;40
00862_00001.ppm;122;122;10;10;112;112;40
00862_00002.ppm;144;143;12;12;131;130;40
00863_00000.ppm;127;124;11;10;115;114;40
00863_00001.ppm;141;135;12;11;128;123;40
00863_00002.ppm;148;146;12;12;135;134;40
00868_00000.ppm;127;120;11;10;116;110;40
00868_00001.ppm;98;95;8;8;90;86;40
00868_00002.ppm;80;73;7;6;72;67;40
00870_00000.ppm;131;130;11;11;119;119;40
00870_00001.ppm;148;152;12;13;136;139;40
00870_00002.ppm;117;116;10;10;107;105;40
00872_00000.ppm;255;49;21;5;233;44;40
00872_00001.ppm;243;51;20;5;223;45;40
00872_00002.ppm;252;48;21;5;231;43;40
00894_00000.ppm;104;76;9;6;94;70;40
00894_00001.ppm;106;76;9;6;97;70;40
00913_00000.ppm;111;109;9;9;102;99;40
00913_00001.ppm;135;140;11;12;123;127;40
00913_00002.ppm;120;122;10;10;110;112;40
00990_00000.ppm;129;127;11;11;118;116;40
00990_00001.ppm;147;145;12;12;135;132;40
00990_00002.ppm;111;111;9;9;102;101;40
00993_00000.ppm;120;118;10;10;109;108;40
00993_00001.ppm;107;103;9;9;97;93;40
00993_00002.ppm;96;94;8;8;88;85;40
00997_00000.ppm;124;111;10;9;114;102;40
00997_00001.ppm;146;131;12;11;133;120;40
00997_00002.ppm;133;121;11;10;122;110;40
01025_00000.ppm;111;111;9;9;101;101;40
01025_00001.ppm;128;128;11;11;116;116;40
01025_00002.ppm;151;152;13;13;137;139;40
01027_00000.ppm;163;168;14;14;148;153;40
01027_00001.ppm;128;131;11;11;117;119;40
01027_00002.ppm;115;116;10;10;105;105;40
01177_00000.ppm;92;62;8;5;84;56;40
01177_00001.ppm;92;56;8;5;84;51;40
01177_00002.ppm;156;98;13;8;143;89;40
01178_00000.ppm;58;55;5;5;53;49;40
01178_00001.ppm;60;59;5;5;54;54;40
01178_00002.ppm;62;63;5;5;56;57;40
01179_00000.ppm;128;122;11;10;117;111;40
01179_00001.ppm;118;112;10;9;108;103;40
01185_00000.ppm;166;164;14;14;152;150;40
01185_00001.ppm;213;212;18;18;195;193;40
01185_00002.ppm;271;266;23;22;248;243;40
01202_00000.ppm;107;105;9;9;97;96;40
01202_00001.ppm;96;93;8;8;88;85;40
01202_00002.ppm;121;119;10;10;110;109;40
01297_00000.ppm;134;141;11;12;122;128;40
01297_00001.ppm;94;92;8;8;85;83;40
01297_00002.ppm;145;96;12;8;133;87;40
01333_00000.ppm;83;79;7;7;76;72;40
01333_00001.ppm;176;73;15;6;160;67;40
01333_00002.ppm;95;94;8;8;87;86;40
01343_00000.ppm;106;98;9;8;96;90;40
01343_00001.ppm;84;79;7;7;76;71;40
01343_00002.ppm;182;84;15;7;166;76;40
01361_00000.ppm;80;82;7;7;73;75;40
01361_00001.ppm;217;189;18;16;198;173;40
01361_00002.ppm;183;123;15;10;167;113;40
01384_00000.ppm;63;63;5;5;58;57;40
01384_00001.ppm;64;57;5;5;58;52;40
01384_00002.ppm;61;47;5;5;55;41;40
01387_00000.ppm;105;94;9;8;95;86;40
01387_00001.ppm;103;107;9;9;94;98;40
01387_00002.ppm;105;107;9;9;95;97;40
01411_00000.ppm;178;171;15;14;163;157;40
01411_00001.ppm;119;115;10;10;109;104;40
01411_00002.ppm;76;74;6;6;69;68;40
01412_00000.ppm;107;104;9;9;97;95;40
01412_00001.ppm;106;105;9;9;97;95;40
01412_00002.ppm;104;94;9;8;95;86;40
01435_00000.ppm;103;91;9;8;93;83;40
01435_00001.ppm;80;70;7;6;72;64;40
01443_00000.ppm;146;135;12;11;133;124;40
01443_00001.ppm;95;91;8;8;87;83;40
01443_00002.ppm;97;92;8;8;89;83;40
01445_00000.ppm;111;107;9;9;101;97;40
01445_00001.ppm;107;86;9;7;98;78;40
01445_00002.ppm;107;111;9;9;97;102;40
01451_00000.ppm;272;118;23;10;248;107;40
01451_00001.ppm;92;81;8;7;83;74;40
01451_00002.ppm;72;63;6;5;65;58;40
01468_00000.ppm;61;60;5;5;55;54;40
01468_00001.ppm;81;86;7;7;73;79;40
01468_00002.ppm;139;121;12;10;126;110;40
01469_00000.ppm;62;60;5;5;56;54;40
01469_00001.ppm;82;76;7;6;74;69;40
01469_00002.ppm;133;83;11;7;122;76;40
01483_00000.ppm;240;241;20;20;219;221;40
01483_00001.ppm;155;155;13;13;142;142;40
01483_00002.ppm;116;117;10;10;106;106;40
01548_00000.ppm;213;116;18;10;194;105;40
