Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00004_00000.ppm;72;75;6;6;66;68;38
00004_00001.ppm;56;54;5;5;51;48;38
00004_00002.ppm;63;60;5;5;57;54;38
00005_00000.ppm;48;47;5;5;42;41;38
00005_00001.ppm;51;50;5;5;46;45;38
00005_00002.ppm;55;55;5;5;50;49;38
00049_00000.ppm;74;73;6;6;68;67;38
00049_00001.ppm;94;84;8;7;85;77;38
00049_00002.ppm;116;79;10;7;106;72;38
00052_00000.ppm;68;70;6;6;61;63;38
00052_00001.ppm;58;56;5;5;52;50;38
00052_00002.ppm;115;62;10;5;104;56;38
00059_00000.ppm;69;68;6;6;62;61;38
00059_00001.ppm;68;71;6;6;61;65;38
00059_00002.ppm;71;68;6;6;64;61;38
00061_00000.ppm;84;81;7;7;76;74;38
00061_00001.ppm;81;67;7;6;74;60;38
00061_00002.ppm;80;53;7;5;72;48;38
00067_00000.ppm;142;85;12;7;129;78;38
00067_00001.ppm;147;127;12;11;134;116;38
00067_00002.ppm;143;153;12;13;131;139;38
00075_00000.ppm;87;83;7;7;80;75;38
00075_00001.ppm;88;93;7;8;80;84;38
00075_00002.ppm;92;91;8;8;83;82;38
00171_00000.ppm;62;61;5;5;57;56;38
00171_00001.ppm;55;53;5;5;50;47;38
00171_00002.ppm;74;79;6;7;68;71;38
00192_00000.ppm;50;49;5;5;44;43;38
00192_00001.ppm;57;56;5;5;51;50;38
00192_00002.ppm;94;54;8;5;85;48;38
00392_00000.ppm;68;45;6;5;61;39;38
00392_00001.ppm;69;50;6;5;62;45;38
00392_00002.ppm;69;48;6;5;62;43;38
00393_00000.ppm;108;91;9;8;98;83;38
00393_00001.ppm;106;81;9;7;97;73;38
00393_00002.ppm;107;72;9;6;97;65;38
00395_00000.ppm;91;81;8;7;83;74;38
00395_00001.ppm;92;88;8;7;83;81;38
00395_00002.ppm;88;93;7;8;80;84;38
00406_00000.ppm;122;129;10;11;112;117;38
00406_00001.ppm;128;131;11;11;117;119;38
00406_00002.ppm;128;131;11;11;117;119;38
00416_00000.ppm;52;54;5;5;47;49;38
00416_00001.ppm;45;43;5;5;40;37;38
00416_00002.ppm;43;40;5;5;37;34;38
00418_00000.ppm;55;51;5;5;49;45;38
00418_00001.ppm;56;55;5;5;51;49;38
00418_00002.ppm;53;48;5;5;48;43;38
00434_00000.ppm;39;38;5;5;33;33;38
00434_00001.ppm;51;49;5;5;45;44;38
00434_00002.ppm;92;88;8;7;84;81;38
00438_00000.ppm;51;49;5;5;46;43;38
00438_00001.ppm;100;100;8;8;92;92;38
00438_00002.ppm;41;40;5;5;36;34;38
00446_00000.ppm;48;50;5;5;42;44;38
00446_00001.ppm;43;43;5;5;38;38;38
00446_00002.ppm;38;38;5;5;33;33;38
00448_00000.ppm;79;72;7;6;72;66;38
00448_00001.ppm;63;60;5;5;58;55;38
00448_00002.ppm;56;53;5;5;51;48;38
00452_00000.ppm;81;76;7;6;73;70;38
00452_00001.ppm;81;80;7;7;73;73;38
00452_00002.ppm;81;80;7;7;73;73;38
00453_00000.ppm;60;56;5;5;55;50;38
00453_00001.ppm;63;60;5;5;58;55;38
00453_00002.ppm;71;69;6;6;64;62;38
00462_00000.ppm;142;142;12;12;130;130;38
00462_00001.ppm;146;144;12;12;133;131;38
00462_00002.ppm;145;142;12;12;133;130;38
00463_00000.ppm;143;88;12;7;131;81;38
00463_00001.ppm;140;105;12;9;128;96;38
00463_00002.ppm;142;97;12;8;130;89;38
00466_00000.ppm;71;64;6;5;64;59;38
00466_00001.ppm;69;64;6;5;63;59;38
00466_00002.ppm;74;64;6;5;68;58;38
00473_00000.ppm;41;41;5;5;36;36;38
00473_00001.ppm;52;52;5;5;46;47;38
00473_00002.ppm;36;36;5;5;31;30;38
00552_00000.ppm;61;60;5;5;55;55;38
00552_00001.ppm;60;56;5;5;55;51;38
00552_00002.ppm;61;60;5;5;55;55;38
00574_00000.ppm;44;43;5;5;39;38;38
00574_00001.ppm;39;37;5;5;33;31;38
00574_00002.ppm;35;34;5;5;30;28;38
00653_00000.ppm;56;54;5;5;50;49;38
00653_00001.ppm;54;52;5;5;48;46;38
00653_00002.ppm;57;54;5;5;52;49;38
00655_00000.ppm;91;93;8;8;82;84;38
00655_00001.ppm;87;93;7;8;80;84;38
00655_00002.ppm;87;93;7;8;80;84;38
00667_00000.ppm;46;35;5;5;41;29;38
00667_00001.ppm;46;36;5;5;40;30;38
00667_00002.ppm;46;36;5;5;40;31;38
00669_00000.ppm;29;29;5;5;23;23;38
00669_00001.ppm;28;29;5;5;23;23;38
00677_00000.ppm;75;48;6;5;68;42;38
00677_00001.ppm;72;46;6;5;65;40;38
00677_00002.ppm;80;51;7;5;72;45;38
00686_00000.ppm;60;50;5;5;54;45;38
00686_00001.ppm;54;48;5;5;48;42;38
00686_00002.ppm;55;48;5;5;50;43;38
00693_00000.ppm;64;46;5;5;59;40;38
00693_00001.ppm;64;44;5;5;58;39;38
00693_00002.ppm;67;45;6;5;60;40;38
00694_00000.ppm;61;58;5;5;56;53;38
00694_00001.ppm;60;58;5;5;54;52;38
00694_00002.ppm;62;60;5;5;56;55;38
00714_00000.ppm;61;56;5;5;55;50;38
00714_00001.ppm;60;50;5;5;54;44;38
