Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00375_00000.ppm;244;252;20;21;223;230;21
00375_00001.ppm;244;247;20;21;224;226;21
00375_00002.ppm;248;211;21;18;227;193;21
00478_00000.ppm;153;136;13;11;139;124;21
00478_00001.ppm;118;107;10;9;108;97;21
00478_00002.ppm;94;85;8;7;86;77;21
00546_00000.ppm;132;128;11;11;121;117;21
00546_00001.ppm;136;107;11;9;124;97;21
00546_00002.ppm;135;118;11;10;124;108;21
00554_00000.ppm;218;230;18;19;200;210;21
00554_00001.ppm;217;223;18;19;199;203;21
00554_00002.ppm;219;217;18;18;201;198;21
00684_00000.ppm;86;91;7;8;79;82;21
00684_00001.ppm;79;75;7;6;71;69;21
00684_00002.ppm;82;83;7;7;74;75;21
00685_00000.ppm;128;122;11;10;116;112;21
00685_00001.ppm;148;143;12;12;136;130;21
00685_00002.ppm;98;93;8;8;89;84;21
00715_00000.ppm;140;135;12;11;128;124;21
00715_00001.ppm;106;98;9;8;96;90;21
00715_00002.ppm;93;86;8;7;85;78;21
00715_00003.ppm;98;93;8;8;90;84;21
01162_00000.ppm;386;230;32;19;354;210;21
01162_00001.ppm;388;232;32;19;355;212;21
01162_00002.ppm;394;224;33;19;360;204;21
01258_00000.ppm;37;20;5;5;31;14;21
01258_00001.ppm;37;21;5;5;31;16;21
01258_00002.ppm;38;20;5;5;33;15;21
01811_00000.ppm;226;220;19;18;206;201;21
01811_00001.ppm;292;290;24;24;267;266;21
01811_00002.ppm;577;301;48;25;529;275;21
01832_00000.ppm;91;55;8;5;83;49;21
01832_00001.ppm;92;71;8;6;83;64;21
01832_00002.ppm;93;92;8;8;85;83;21
01868_00000.ppm;371;164;31;14;339;150;21
01868_00001.ppm;171;163;14;14;157;149;21
01868_00002.ppm;98;94;8;8;89;86;21
01920_00000.ppm;86;84;7;7;78;77;21
01920_00001.ppm;107;105;9;9;98;96;21
01920_00002.ppm;143;136;12;11;131;124;21
01951_00000.ppm;179;181;15;15;163;166;21
01951_00001.ppm;123;123;10;10;112;112;21
01951_00002.ppm;96;95;8;8;88;86;21
