8.8515,0.041949,2.6139,-0.017053,0.066507,0.001992,-0.40705,0.044314,0.28668,8.8013,2.6538,0.65216,-0.016503,0.02311,-0.022627,-0.51928,0.012006,0.12398,8.8168,-1.8196,1.9395,-0.043121,0.037599,0.008646,-0.47327,-0.083749,0.099329,-8.9793,0.67672,-1.7145,-0.019408,0.008972,-0.009388,0.46454,0.1627,0.084851,-9.0514,-1.6343,-0.38824,0.030849,0.001024,-0.004222,0.50392,-0.11209,0.090373
8.829,0.027138,2.6584,-0.026074,0.075562,0.003764,-0.4083,0.046576,0.28807,8.7768,2.6829,0.657,-0.016273,0.034439,-0.040353,-0.52046,0.014748,0.12644,8.8705,-1.8586,1.8969,-0.026536,0.043639,0.026354,-0.47346,-0.086605,0.10302,-9.039,0.66156,-1.7307,-0.008546,0.03803,-0.015364,0.46636,0.16424,0.086731,-9.0888,-1.6191,-0.41124,0.003698,-0.004348,0.000348,0.50627,-0.11515,0.089984
8.8215,0.02708,2.6881,-0.018782,0.086284,0.00464,-0.41035,0.049616,0.28915,8.7548,2.6538,0.65673,-0.027148,0.031911,-0.026946,-0.52252,0.017599,0.12936,8.8121,-1.8485,1.8519,-0.012233,0.031055,0.02633,-0.47504,-0.088894,0.10663,-9.0241,0.69873,-1.6404,-0.006922,0.015142,-0.011982,0.46807,0.16873,0.087314,-9.0065,-1.6642,-0.43985,0.00897,-0.004111,0.012059,0.50744,-0.11743,0.087729
8.7767,0.027322,2.7176,-0.004347,0.068127,-0.005297,-0.41286,0.053139,0.2914,8.7696,2.6199,0.64695,-0.016303,0.032698,-0.036815,-0.52355,0.02199,0.13243,8.7925,-1.8193,1.8535,-0.010552,0.03483,0.030753,-0.4735,-0.090266,0.10975,-9.024,0.66149,-1.7004,0.015863,-0.002486,0.002887,0.46807,0.17108,0.08808,-9.0664,-1.6193,-0.40339,0.036223,-0.009687,-0.003396,0.50982,-0.12139,0.087616
8.7693,0.0275,2.6878,-0.017052,0.071954,0.007435,-0.41373,0.056674,0.29253,8.7916,2.6151,0.64463,-0.001987,0.020234,-0.045888,-0.52284,0.024827,0.13653,8.7998,-1.8291,1.8709,-0.014161,0.034839,0.032516,-0.47235,-0.092909,0.11276,-9.0391,0.69136,-1.6857,0.01963,0.004553,-0.006763,0.46763,0.17384,0.088439,-9.0663,-1.6344,-0.34368,-0.006059,-0.015482,-0.015992,0.51236,-0.12459,0.088013
8.7394,0.020245,2.7099,0.02821,0.05711,-0.007033,-0.4142,0.059062,0.29368,8.7524,2.6199,0.63712,0.007909,0.044199,-0.031621,-0.52307,0.027293,0.13994,8.7901,-1.8436,1.8515,-0.015919,0.022097,0.032484,-0.47428,-0.09506,0.11672,-8.9643,0.66178,-1.7142,-0.001809,0.012468,-0.000542,0.46959,0.17612,0.087495,-9.0588,-1.5743,-0.44796,-0.006991,-0.013597,-0.011462,0.51389,-0.12688,0.087065
8.7463,-0.054268,2.8064,0.001012,0.062864,0.005676,-0.41755,0.061979,0.29511,8.7525,2.5957,0.64187,0.012319,0.030019,-0.035293,-0.5261,0.029665,0.14141,8.7926,-1.8631,1.9007,0.000362,0.016493,0.021891,-0.47285,-0.095661,0.12031,-8.9941,0.66154,-1.6848,-0.028353,-0.020056,-0.009593,0.47109,0.18055,0.089483,-9.0513,-1.5446,-0.40294,-0.012491,-0.013511,-0.006025,0.5164,-0.13044,0.085264
8.7613,-0.002658,2.8367,0.013648,0.058355,0.009365,-0.42156,0.064585,0.29402,8.7378,2.6126,0.64429,0.032886,0.03357,-0.030108,-0.52722,0.032122,0.1449,8.7876,-1.8193,1.8705,-0.00492,0.019093,0.01836,-0.47174,-0.098166,0.12244,-9.024,0.66136,-1.6704,-0.012759,0.01164,0.011808,0.47105,0.18245,0.08909,-9.0663,-1.6569,-0.31386,-0.010704,-0.036919,-0.0116,0.5171,-0.13427,0.083412
8.7764,0.02688,2.8295,0.042556,0.037426,0.000377,-0.42228,0.06583,0.2953,8.7671,2.6585,0.67627,0.017485,0.020408,-0.022037,-0.52848,0.033251,0.14545,8.8755,-1.8975,1.9172,-0.003215,0.021885,0.021917,-0.47237,-0.099194,0.12494,-9.0768,0.60061,-1.6861,0.014307,0.020316,-0.007447,0.47076,0.18434,0.090364,-9.0812,-1.5745,-0.38112,0.000254,-0.015434,-0.015099,0.52032,-0.13578,0.082762
8.7764,0.026909,2.8221,0.038999,0.044526,-0.006955,-0.4234,0.069996,0.29668,8.7867,2.6247,0.66166,0.025437,0.020519,-0.008765,-0.52964,0.036107,0.14842,8.7682,-1.8922,1.94,0.009271,0.022938,0.021904,-0.47271,-0.099853,0.12806,-9.032,0.58594,-1.7227,0.022847,0.008848,0.008351,0.47355,0.18633,0.089845,-9.1111,-1.5445,-0.37407,-0.050135,-0.035661,-0.031379,0.52272,-0.13704,0.083249
