Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00032_00000.ppm;263;130;22;11;241;118;61
00032_00001.ppm;107;107;9;9;98;97;61
00032_00002.ppm;73;71;6;6;66;64;61
00037_00000.ppm;52;53;5;5;46;48;61
00037_00001.ppm;58;61;5;5;52;55;61
00037_00002.ppm;107;83;9;7;98;76;61
00039_00000.ppm;217;215;18;18;199;196;61
00039_00001.ppm;116;112;10;9;105;102;61
00039_00002.ppm;69;67;6;6;62;61;61
00042_00000.ppm;52;54;5;5;47;48;61
00042_00001.ppm;59;62;5;5;54;56;61
00042_00002.ppm;111;95;9;8;101;87;61
00044_00000.ppm;85;80;7;7;78;72;61
00044_00001.ppm;67;67;6;6;61;60;61
00044_00002.ppm;56;55;5;5;50;49;61
00045_00000.ppm;51;50;5;5;46;44;61
00045_00001.ppm;61;58;5;5;55;52;61
00045_00002.ppm;105;61;9;5;96;55;61
00046_00000.ppm;71;69;6;6;64;62;61
00046_00001.ppm;57;56;5;5;52;51;61
00050_00000.ppm;147;151;12;13;134;137;61
00050_00001.ppm;104;100;9;8;94;92;61
00050_00002.ppm;72;72;6;6;66;65;61
00060_00000.ppm;81;80;7;7;74;72;61
00060_00001.ppm;76;64;6;5;70;58;61
00060_00002.ppm;51;51;5;5;46;45;61
00063_00000.ppm;127;119;11;10;116;109;61
00063_00001.ppm;94;87;8;7;85;80;61
00063_00002.ppm;71;69;6;6;65;63;61
00065_00000.ppm;70;71;6;6;64;65;61
00065_00001.ppm;95;80;8;7;87;73;61
00065_00002.ppm;61;58;5;5;56;53;61
00068_00000.ppm;86;82;7;7;78;75;61
00068_00001.ppm;42;39;5;5;37;34;61
00092_00000.ppm;131;131;11;11;119;119;61
00092_00001.ppm;71;72;6;6;65;65;61
00092_00002.ppm;51;51;5;5;46;45;61
00103_00000.ppm;134;136;11;11;122;125;61
00103_00001.ppm;97;98;8;8;88;89;61
00103_00002.ppm;80;80;7;7;73;72;61
00111_00000.ppm;52;48;5;5;47;43;61
00111_00001.ppm;74;68;6;6;68;61;61
