9.3145,-0.52637,-3.3713,0.45324,0.3247,-0.030402,-0.93192,-0.12265,-0.18434,7.2755,5.3939,3.7198,-0.1463,0.19368,-0.065922,0.2632,-0.83076,-0.31756,7.9611,-5.147,2.6226,0.11709,-0.10409,0.086741,-0.31748,0.47989,-0.47938,-9.3002,1.9809,-1.8064,-0.062342,-0.003827,-0.58224,0.79707,-0.4259,-0.36932,-9.5955,-1.9191,-1.3188,-0.03502,0.28738,-0.68916,0.69069,0.41801,0.59757
9.1109,-0.77871,-2.8448,0.63151,0.29466,-0.045536,-0.92973,-0.128,-0.19361,7.1613,5.7464,3.5433,-0.13408,0.20468,-0.023259,0.26774,-0.82532,-0.32421,7.6643,-5.6708,3.0575,0.10619,-0.1602,0.099719,-0.31837,0.4812,-0.47693,-9.4922,1.56,-1.7648,-0.20461,0.085305,-0.65054,0.80963,-0.40651,-0.38039,-9.2671,-2.6678,-1.2853,-0.15008,0.34022,-0.70945,0.68686,0.43737,0.58708
9.1691,-1.0021,-2.6816,0.65155,0.15131,-0.03303,-0.92849,-0.1321,-0.19058,7.2359,5.4452,3.6396,-0.25587,0.24403,0.015275,0.27027,-0.81981,-0.32953,7.8929,-5.2196,2.6961,0.1659,-0.22613,0.064439,-0.32227,0.48069,-0.47623,-9.6687,1.168,-1.4603,-0.12938,-0.010664,-0.68391,0.81826,-0.39008,-0.39376,-9.5685,-3.7122,-1.2783,-0.025469,0.38612,-0.77077,0.68072,0.45757,0.58531
8.4976,-1.1009,-2.5531,1.0105,0.21673,-0.038357,-0.92648,-0.1417,-0.19084,7.3314,4.8018,3.822,-0.16901,0.26439,-0.062759,0.27379,-0.81574,-0.33856,7.7907,-5.3018,2.7694,0.1328,-0.30162,0.073923,-0.32454,0.47762,-0.47347,-9.1771,1.2468,-1.9082,-0.13041,0.01107,-0.71113,0.82822,-0.37528,-0.40917,-9.1332,-3.2662,-1.2249,-0.014341,0.33517,-0.80392,0.67463,0.48029,0.58282
8.104,-0.66896,-2.3294,0.96977,0.20605,-0.052972,-0.92388,-0.15177,-0.19254,7.2666,5.0352,3.6914,-0.15501,0.27003,-0.22733,0.28444,-0.80992,-0.3433,7.8595,-5.6172,2.5658,0.18075,-0.33166,0.052717,-0.33109,0.4786,-0.47157,-9.0142,1.406,-2.1677,-0.18429,0.011067,-0.68465,0.83832,-0.36138,-0.42126,-8.8353,-4.0731,-1.6031,-0.03327,0.32483,-0.86555,0.6655,0.50831,0.5764
7.8423,-0.87416,-2.3626,0.9395,0.078091,-0.11634,-0.92471,-0.16417,-0.19343,7.1212,4.9247,3.9914,-0.02181,0.35801,-0.44495,0.30349,-0.80569,-0.34507,7.7807,-4.8775,2.009,0.060303,-0.33689,0.095902,-0.33576,0.47718,-0.4686,-9.0598,1.6969,-1.8313,-0.29059,-0.011609,-0.63003,0.84597,-0.34952,-0.43321,-8.7007,-4.0427,-1.9295,-0.15519,0.39209,-0.9716,0.6512,0.53701,0.57594
8.0205,-1.0164,-2.3622,1.0553,0.046789,-0.12059,-0.92306,-0.17494,-0.18805,6.9976,5.0712,3.7823,0.003355,0.422,-0.60489,0.32754,-0.80106,-0.34604,7.7859,-5.3351,2.5451,0.11436,-0.38497,0.15675,-0.34151,0.48099,-0.4619,-8.9602,1.4255,-1.3938,-0.23798,-0.064508,-0.60396,0.85447,-0.33322,-0.44301,-8.5064,-4.2673,-2.0388,-0.087216,0.39056,-1.0569,0.63334,0.56649,0.57454
8.3497,-0.89194,-2.6424,0.92454,-0.047717,-0.15317,-0.92203,-0.1869,-0.17665,6.6748,5.6411,4.2447,0.20342,0.53224,-0.6895,0.35952,-0.80006,-0.34115,7.8154,-5.2616,2.1164,0.025689,-0.4474,0.26606,-0.34604,0.48098,-0.4563,-9.3876,1.6347,-1.5977,-0.12284,-0.078476,-0.50341,0.85989,-0.32235,-0.45202,-8.538,-5.073,-2.3105,0.082771,0.45025,-1.1943,0.61048,0.60304,0.57539
9.0373,-0.49708,-2.7241,0.79557,-0.043683,-0.061177,-0.92283,-0.19751,-0.16681,6.3989,6.2233,4.1921,0.20028,0.59488,-0.69978,0.39012,-0.79988,-0.33057,8.0119,-5.9222,1.6712,-0.033303,-0.39921,0.32085,-0.34727,0.48747,-0.44793,-9.5888,0.13356,-1.5401,0.00698,-0.19465,-0.33333,0.8576,-0.31907,-0.4627,-8.2471,-5.4606,-2.9491,0.29014,0.48576,-1.2906,0.58181,0.64484,0.57449
9.2173,-0.28349,-2.7736,0.63288,0.038437,-0.039842,-0.9235,-0.20209,-0.15955,6.1371,5.7055,4.4847,0.41162,0.66116,-0.85421,0.42667,-0.79684,-0.31815,7.5708,-5.8523,1.712,-0.10703,-0.33745,0.33932,-0.34778,0.49513,-0.43878,-9.7653,-0.3923,-1.5056,0.14086,-0.16131,-0.34907,0.85904,-0.31736,-0.46409,-7.8206,-5.5661,-3.2709,0.37186,0.48856,-1.2512,0.54986,0.69169,0.56618
