Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00470_00000.ppm;159;235;13;20;146;214;51
00470_00001.ppm;167;216;14;18;153;197;51
00470_00002.ppm;166;229;14;19;152;209;51
00724_00000.ppm;175;457;15;38;159;418;51
00724_00001.ppm;165;457;14;38;150;418;51
00724_00002.ppm;152;464;13;39;139;424;51
00728_00000.ppm;199;252;17;21;182;230;51
00728_00001.ppm;201;272;17;23;184;248;51
00728_00002.ppm;201;261;17;22;184;239;51
00839_00000.ppm;86;189;7;16;78;173;51
00839_00001.ppm;80;170;7;14;73;155;51
00839_00002.ppm;83;188;7;16;76;171;51
00902_00000.ppm;166;244;14;20;151;223;51
00902_00001.ppm;211;314;18;26;192;288;51
00902_00002.ppm;133;201;11;17;122;183;51
01127_00000.ppm;84;111;7;9;76;102;51
01127_00001.ppm;75;99;6;8;68;91;51
01127_00002.ppm;67;88;6;7;61;81;51
01132_00000.ppm;71;105;6;9;65;95;51
01132_00001.ppm;61;93;5;8;56;84;51
01132_00002.ppm;57;84;5;7;51;76;51
01761_00000.ppm;74;112;6;9;68;102;51
01761_00001.ppm;61;88;5;7;56;81;51
01761_00002.ppm;95;141;8;12;86;129;51
01878_00000.ppm;136;203;11;17;124;185;51
01878_00001.ppm;98;142;8;12;90;130;51
01878_00002.ppm;62;91;5;8;56;82;51
