Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00099_00000.ppm;240;182;20;15;219;166;37
00099_00001.ppm;116;115;10;10;105;105;37
00099_00002.ppm;239;105;20;9;219;96;37
00100_00000.ppm;325;170;27;14;297;155;37
00163_00000.ppm;104;105;9;9;94;96;37
00163_00001.ppm;61;54;5;5;56;48;37
00163_00002.ppm;74;67;6;6;67;61;37
00164_00000.ppm;45;45;5;5;39;39;37
00164_00001.ppm;56;56;5;5;51;51;37
00164_00002.ppm;86;91;7;8;78;82;37
00167_00000.ppm;93;96;8;8;84;88;37
00167_00001.ppm;60;59;5;5;54;54;37
00167_00002.ppm;48;47;5;5;43;41;37
00168_00000.ppm;146;155;12;13;134;142;37
00168_00001.ppm;146;148;12;12;134;136;37
00168_00002.ppm;148;141;12;12;136;129;37
00807_00000.ppm;53;51;5;5;47;46;37
00807_00001.ppm;69;68;6;6;63;62;37
00807_00002.ppm;73;74;6;6;66;67;37
00808_00000.ppm;103;106;9;9;94;96;37
00808_00001.ppm;104;98;9;8;95;90;37
00808_00002.ppm;100;98;8;8;92;90;37
00809_00000.ppm;107;93;9;8;98;84;37
00809_00001.ppm;107;85;9;7;97;78;37
00809_00002.ppm;106;80;9;7;96;72;37
00810_00000.ppm;132;110;11;9;120;101;37
00810_00001.ppm;136;99;11;8;125;90;37
00810_00002.ppm;140;81;12;7;128;73;37
00917_00000.ppm;80;83;7;7;73;75;37
00917_00001.ppm;84;86;7;7;77;79;37
00917_00002.ppm;73;72;6;6;66;65;37
00917_00003.ppm;172;182;14;15;157;167;37
00917_00004.ppm;172;184;14;15;158;168;37
00917_00005.ppm;176;183;15;15;161;167;37
00917_00006.ppm;196;167;16;14;179;153;37
00917_00007.ppm;194;175;16;15;177;160;37
00973_00000.ppm;80;60;7;5;72;55;37
00973_00001.ppm;76;61;6;5;70;55;37
00973_00002.ppm;76;63;6;5;69;57;37
00973_00003.ppm;76;60;6;5;70;55;37
00974_00000.ppm;152;157;13;13;138;144;37
00974_00001.ppm;133;139;11;12;122;127;37
00974_00002.ppm;122;121;10;10;111;111;37
00975_00000.ppm;372;373;31;31;340;342;37
00975_00001.ppm;375;379;31;32;343;347;37
00975_00002.ppm;372;367;31;31;340;335;37
00975_00003.ppm;362;340;30;28;332;311;37
00976_00000.ppm;159;165;13;14;145;151;37
00976_00001.ppm;147;153;12;13;135;139;37
00976_00002.ppm;142;144;12;12;130;131;37
01311_00000.ppm;110;53;9;5;100;48;37
01311_00001.ppm;93;51;8;5;85;45;37
01311_00002.ppm;80;45;7;5;72;40;37
01313_00000.ppm;176;123;15;10;161;113;37
01313_00001.ppm;190;187;16;16;174;170;37
01313_00002.ppm;179;153;15;13;164;140;37
01317_00000.ppm;154;143;13;12;141;131;37
01317_00001.ppm;128;122;11;10;116;112;37
01317_00002.ppm;107;105;9;9;98;95;37
01318_00000.ppm;82;76;7;6;74;69;37
01318_00001.ppm;147;140;12;12;134;128;37
01318_00002.ppm;116;109;10;9;105;100;37
01319_00000.ppm;277;262;23;22;254;239;37
01319_00001.ppm;259;249;22;21;237;227;37
01319_00002.ppm;268;277;22;23;246;253;37
01344_00000.ppm;123;121;10;10;113;110;37
01344_00001.ppm;91;87;8;7;82;80;37
01344_00002.ppm;105;99;9;8;95;91;37
01345_00000.ppm;248;179;21;15;226;164;37
01345_00001.ppm;247;95;21;8;225;86;37
01345_00002.ppm;121;122;10;10;111;111;37
01346_00000.ppm;290;276;24;23;265;253;37
01346_00001.ppm;278;259;23;22;255;237;37
01346_00002.ppm;290;298;24;25;266;272;37
01349_00000.ppm;81;82;7;7;74;74;37
01349_00001.ppm;95;92;8;8;87;84;37
01349_00002.ppm;110;110;9;9;101;100;37
01352_00000.ppm;169;175;14;15;155;159;37
01352_00001.ppm;151;152;13;13;137;138;37
01352_00002.ppm;108;106;9;9;99;97;37
01354_00000.ppm;260;206;22;17;238;189;37
01354_00001.ppm;295;295;25;25;269;269;37
01354_00002.ppm;292;287;24;24;268;263;37
01355_00000.ppm;109;108;9;9;99;99;37
01355_00001.ppm;262;160;22;13;239;147;37
01355_00002.ppm;134;134;11;11;123;123;37
01459_00000.ppm;151;148;13;12;138;135;37
01459_00001.ppm;104;97;9;8;95;88;37
01459_00002.ppm;88;82;7;7;80;74;37
01460_00000.ppm;187;195;16;16;171;179;37
01460_00001.ppm;131;131;11;11;119;119;37
01460_00002.ppm;97;95;8;8;88;86;37
01808_00000.ppm;182;182;15;15;166;167;37
01808_00001.ppm;195;154;16;13;178;141;37
01808_00002.ppm;202;203;17;17;184;186;37
01875_00000.ppm;158;110;13;9;144;101;37
01875_00001.ppm;95;88;8;7;87;81;37
01875_00002.ppm;62;58;5;5;57;53;37
