Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00230_00000.ppm;108;107;9;9;98;97;20
00230_00001.ppm;91;87;8;7;83;79;20
00230_00002.ppm;141;132;12;11;128;121;20
00231_00000.ppm;109;109;9;9;99;100;20
00231_00001.ppm;123;124;10;10;113;113;20
00231_00002.ppm;334;171;28;14;306;157;20
00332_00000.ppm;157;148;13;12;144;136;20
00332_00001.ppm;146;139;12;12;134;127;20
00332_00002.ppm;116;110;10;9;106;100;20
01594_00000.ppm;178;171;15;14;163;156;20
01594_00001.ppm;115;111;10;9;105;102;20
01594_00002.ppm;86;85;7;7;79;78;20
01755_00000.ppm;123;123;10;10;113;112;20
01755_00001.ppm;175;175;15;15;159;160;20
01755_00002.ppm;284;287;24;24;260;263;20
01834_00000.ppm;332;326;28;27;303;299;20
01834_00001.ppm;178;177;15;15;162;162;20
01834_00002.ppm;103;106;9;9;94;96;20
01836_00000.ppm;408;421;34;35;374;385;20
01836_00001.ppm;193;188;16;16;177;171;20
01836_00002.ppm;131;124;11;10;120;114;20
01855_00000.ppm;338;344;28;29;310;315;20
01855_00001.ppm;164;160;14;13;150;146;20
01855_00002.ppm;104;99;9;8;94;91;20
01859_00000.ppm;316;322;26;27;289;294;20
01859_00001.ppm;179;177;15;15;164;161;20
01859_00002.ppm;108;107;9;9;99;97;20
01865_00000.ppm;396;383;33;32;362;351;20
01865_00001.ppm;176;172;15;14;161;157;20
01865_00002.ppm;123;124;10;10;113;113;20
01900_00000.ppm;187;188;16;16;170;171;20
01900_00001.ppm;123;122;10;10;112;111;20
01900_00002.ppm;87;86;7;7;79;79;20
01925_00000.ppm;158;154;13;13;144;141;20
01925_00001.ppm;250;249;21;21;229;228;20
01925_00002.ppm;112;110;9;9;102;101;20
01968_00000.ppm;117;118;10;10;106;107;20
01968_00001.ppm;170;169;14;14;156;155;20
01968_00002.ppm;309;307;26;26;282;281;20
01970_00000.ppm;130;117;11;10;118;107;20
01970_00001.ppm;328;335;27;28;301;307;20
01970_00002.ppm;184;172;15;14;169;158;20
