Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00064_00000.ppm;273;224;23;19;249;204;57
00064_00001.ppm;142;156;12;13;130;143;57
00064_00002.ppm;105;108;9;9;96;98;57
00339_00000.ppm;68;73;6;6;61;66;57
00339_00001.ppm;73;87;6;7;67;79;57
00339_00002.ppm;59;60;5;5;54;55;57
00340_00000.ppm;60;60;5;5;55;54;57
00340_00001.ppm;259;252;22;21;236;230;57
00340_00002.ppm;94;94;8;8;86;86;57
00343_00000.ppm;133;143;11;12;122;130;57
00343_00001.ppm;81;80;7;7;73;73;57
00343_00002.ppm;60;60;5;5;55;55;57
00344_00000.ppm;100;99;8;8;91;91;57
00344_00001.ppm;124;128;10;11;113;116;57
00344_00002.ppm;180;184;15;15;164;168;57
00407_00000.ppm;110;118;9;10;100;107;57
00407_00001.ppm;75;76;6;6;69;69;57
00407_00002.ppm;57;57;5;5;51;51;57
00411_00000.ppm;52;52;5;5;47;46;57
00411_00001.ppm;70;68;6;6;63;61;57
00411_00002.ppm;83;82;7;7;75;75;57
00461_00000.ppm;321;310;27;26;293;283;57
00461_00001.ppm;122;120;10;10;112;109;57
00461_00002.ppm;82;83;7;7;75;75;57
00463_00000.ppm;105;110;9;9;96;101;57
00463_00001.ppm;96;98;8;8;87;89;57
00472_00000.ppm;214;200;18;17;195;183;57
00472_00001.ppm;133;127;11;11;122;115;57
00472_00002.ppm;119;112;10;9;108;102;57
00472_00003.ppm;59;55;5;5;53;49;57
00472_00000.ppm;214;200;18;17;195;183;57
00472_00001.ppm;133;127;11;11;122;115;57
00472_00002.ppm;119;112;10;9;108;102;57
00472_00003.ppm;59;55;5;5;53;49;57
00473_00000.ppm;83;81;7;7;75;74;57
00473_00001.ppm;53;52;5;5;48;46;57
00473_00002.ppm;63;61;5;5;57;55;57
00473_00003.ppm;59;59;5;5;53;53;57
00473_00004.ppm;69;70;6;6;63;64;57
00473_00005.ppm;95;99;8;8;87;91;57
00473_00000.ppm;83;81;7;7;75;74;57
00473_00001.ppm;53;52;5;5;48;46;57
00473_00002.ppm;63;61;5;5;57;55;57
00473_00003.ppm;59;59;5;5;53;53;57
00473_00004.ppm;69;70;6;6;63;64;57
00473_00005.ppm;95;99;8;8;87;91;57
00771_00000.ppm;59;58;5;5;53;53;57
00771_00001.ppm;60;58;5;5;54;52;57
00771_00002.ppm;56;54;5;5;51;49;57
00784_00000.ppm;135;133;11;11;123;121;57
00784_00001.ppm;123;124;10;10;113;114;57
00784_00002.ppm;120;117;10;10;109;107;57
00788_00000.ppm;83;49;7;5;75;44;57
00788_00001.ppm;84;41;7;5;76;35;57
00788_00002.ppm;81;46;7;5;74;40;57
00790_00000.ppm;106;109;9;9;97;99;57
00790_00001.ppm;98;98;8;8;90;90;57
00790_00002.ppm;86;88;7;7;79;81;57
01233_00000.ppm;177;175;15;15;161;160;57
01233_00001.ppm;159;157;13;13;145;143;57
01233_00002.ppm;194;193;16;16;178;177;57
01234_00000.ppm;98;105;8;9;90;96;57
01234_00001.ppm;94;99;8;8;86;90;57
01234_00002.ppm;92;93;8;8;83;85;57
01271_00000.ppm;88;91;7;8;80;82;57
01271_00001.ppm;83;84;7;7;76;76;57
01271_00002.ppm;92;93;8;8;84;85;57
01272_00000.ppm;99;97;8;8;90;88;57
01272_00001.ppm;88;87;7;7;81;79;57
01272_00002.ppm;93;91;8;8;84;83;57
01835_00000.ppm;159;155;13;13;146;141;57
01835_00001.ppm;128;128;11;11;117;116;57
01835_00002.ppm;96;94;8;8;87;86;57
01841_00000.ppm;190;107;16;9;174;97;57
01841_00001.ppm;91;82;8;7;83;75;57
01841_00002.ppm;108;100;9;8;98;91;57
01843_00000.ppm;81;75;7;6;73;68;57
01843_00001.ppm;93;86;8;7;84;79;57
01843_00002.ppm;122;118;10;10;112;107;57
01844_00000.ppm;121;118;10;10;110;108;57
01844_00001.ppm;95;94;8;8;86;85;57
01844_00002.ppm;164;167;14;14;149;153;57
01869_00000.ppm;334;177;28;15;306;161;57
01869_00001.ppm;344;357;29;30;314;327;57
01869_00002.ppm;339;298;28;25;311;272;57
01934_00000.ppm;166;170;14;14;152;155;57
01934_00001.ppm;95;95;8;8;87;86;57
01934_00002.ppm;121;120;10;10;110;109;57
