Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00291_00000.ppm;134;86;11;7;123;78;39
00291_00001.ppm;59;63;5;5;54;57;39
00291_00002.ppm;56;57;5;5;51;52;39
00620_00000.ppm;117;115;10;10;106;104;39
00620_00001.ppm;68;64;6;5;61;58;39
00620_00002.ppm;60;59;5;5;55;53;39
00622_00000.ppm;116;109;10;9;105;100;39
00622_00001.ppm;97;92;8;8;88;83;39
00622_00002.ppm;84;81;7;7;77;73;39
00623_00000.ppm;46;47;5;5;41;41;39
00623_00001.ppm;45;45;5;5;39;39;39
00623_00002.ppm;39;37;5;5;33;32;39
00626_00000.ppm;70;67;6;6;63;60;39
00626_00001.ppm;60;55;5;5;54;49;39
00626_00002.ppm;67;61;6;5;61;56;39
00628_00000.ppm;72;68;6;6;66;62;39
00628_00001.ppm;75;75;6;6;69;68;39
00628_00002.ppm;83;82;7;7;75;75;39
00629_00000.ppm;81;70;7;6;74;64;39
00629_00001.ppm;70;62;6;5;64;56;39
00629_00002.ppm;75;68;6;6;68;61;39
00639_00000.ppm;45;47;5;5;40;42;39
00639_00001.ppm;47;50;5;5;41;44;39
00639_00002.ppm;46;46;5;5;41;41;39
00640_00000.ppm;73;63;6;5;66;57;39
00640_00001.ppm;75;68;6;6;68;62;39
00640_00002.ppm;73;64;6;5;66;59;39
00643_00000.ppm;76;69;6;6;69;63;39
00643_00001.ppm;81;74;7;6;74;67;39
00643_00002.ppm;71;67;6;6;65;60;39
00644_00000.ppm;59;57;5;5;54;51;39
00644_00001.ppm;61;59;5;5;56;53;39
00644_00002.ppm;75;79;6;7;68;71;39
00647_00000.ppm;50;47;5;5;45;41;39
00647_00001.ppm;49;45;5;5;44;40;39
00647_00002.ppm;51;48;5;5;46;42;39
00648_00000.ppm;64;60;5;5;59;54;39
00648_00001.ppm;93;86;8;7;84;78;39
00648_00002.ppm;62;58;5;5;57;52;39
00651_00000.ppm;105;99;9;8;95;90;39
00651_00001.ppm;100;96;8;8;92;88;39
00651_00002.ppm;109;104;9;9;100;95;39
00678_00000.ppm;106;95;9;8;97;87;39
00678_00001.ppm;99;92;8;8;90;84;39
00678_00002.ppm;106;104;9;9;96;94;39
00923_00000.ppm;133;123;11;10;121;112;39
00923_00001.ppm;129;98;11;8;117;90;39
00923_00002.ppm;129;110;11;9;118;100;39
00924_00000.ppm;86;72;7;6;79;65;39
00924_00001.ppm;87;79;7;7;79;72;39
00924_00002.ppm;86;82;7;7;78;75;39
00934_00000.ppm;133;123;11;10;122;112;39
00934_00001.ppm;133;122;11;10;121;112;39
00934_00002.ppm;130;110;11;9;118;101;39
00940_00000.ppm;129;119;11;10;118;109;39
00940_00001.ppm;131;121;11;10;120;110;39
00940_00002.ppm;134;116;11;10;122;106;39
00944_00000.ppm;45;44;5;5;39;38;39
00944_00001.ppm;46;43;5;5;41;38;39
00944_00002.ppm;44;42;5;5;39;37;39
00953_00000.ppm;57;59;5;5;51;53;39
00953_00001.ppm;53;55;5;5;48;49;39
00953_00002.ppm;49;50;5;5;44;44;39
00955_00000.ppm;67;61;6;5;60;55;39
00955_00001.ppm;67;58;6;5;61;52;39
00955_00002.ppm;67;57;6;5;61;51;39
00958_00000.ppm;122;68;10;6;111;61;39
00958_00001.ppm;124;86;10;7;114;78;39
00958_00002.ppm;123;80;10;7;112;72;39
00962_00000.ppm;156;140;13;12;142;128;39
00962_00001.ppm;160;128;13;11;147;116;39
00962_00002.ppm;165;104;14;9;151;95;39
01005_00000.ppm;49;44;5;5;43;39;39
01005_00001.ppm;49;44;5;5;43;39;39
01005_00002.ppm;48;45;5;5;43;39;39
01006_00000.ppm;41;39;5;5;36;33;39
01006_00001.ppm;40;38;5;5;35;33;39
01006_00002.ppm;41;38;5;5;36;33;39
01011_00000.ppm;80;80;7;7;73;73;39
01011_00001.ppm;81;71;7;6;73;64;39
01011_00002.ppm;80;74;7;6;72;67;39
01037_00000.ppm;223;120;19;10;203;109;39
01037_00001.ppm;216;133;18;11;198;121;39
01037_00002.ppm;216;147;18;12;198;135;39
01038_00000.ppm;140;92;12;8;128;83;39
01038_00001.ppm;145;116;12;10;133;105;39
01038_00002.ppm;142;103;12;9;129;93;39
01098_00000.ppm;273;212;23;18;250;193;39
01098_00001.ppm;276;182;23;15;253;167;39
01098_00002.ppm;278;153;23;13;254;140;39
01100_00000.ppm;63;61;5;5;57;56;39
01100_00001.ppm;54;53;5;5;49;47;39
01100_00002.ppm;58;57;5;5;53;51;39
01100_00003.ppm;52;51;5;5;47;45;39
01104_00000.ppm;259;196;22;16;236;179;39
01104_00001.ppm;254;216;21;18;232;198;39
01104_00002.ppm;250;235;21;20;229;215;39
01107_00000.ppm;58;58;5;5;53;53;39
01107_00001.ppm;60;56;5;5;55;50;39
01107_00002.ppm;59;56;5;5;54;50;39
01235_00000.ppm;82;80;7;7;75;73;39
01235_00001.ppm;83;82;7;7;76;75;39
01235_00002.ppm;84;80;7;7;76;72;39
01242_00000.ppm;99;97;8;8;90;88;39
01242_00001.ppm;99;97;8;8;90;88;39
01242_00002.ppm;100;98;8;8;92;89;39
01247_00000.ppm;96;41;8;5;87;36;39
01247_00001.ppm;95;54;8;5;87;49;39
01247_00002.ppm;94;48;8;5;86;43;39
01261_00000.ppm;92;84;8;7;83;77;39
01261_00001.ppm;91;88;8;7;83;80;39
01261_00002.ppm;91;86;8;7;82;79;39
01264_00000.ppm;67;60;6;5;61;55;39
01264_00001.ppm;64;57;5;5;59;51;39
01264_00002.ppm;60;56;5;5;55;50;39
01267_00000.ppm;49;50;5;5;44;44;39
01267_00001.ppm;47;48;5;5;42;42;39
01267_00002.ppm;50;51;5;5;44;46;39
01267_00003.ppm;46;46;5;5;41;41;39
01273_00000.ppm;43;41;5;5;38;35;39
