Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00025_00000.ppm;57;61;5;5;52;56;1
00025_00001.ppm;82;88;7;7;74;81;1
00025_00002.ppm;107;118;9;10;98;108;1
00029_00000.ppm;57;61;5;5;51;55;1
00029_00001.ppm;73;79;6;7;67;72;1
00029_00002.ppm;128;75;11;6;116;69;1
00079_00000.ppm;100;112;8;9;91;103;1
00079_00001.ppm;132;151;11;13;120;137;1
00079_00002.ppm;264;167;22;14;242;153;1
00136_00000.ppm;80;84;7;7;73;76;1
00136_00001.ppm;178;176;15;15;163;160;1
00136_00002.ppm;51;54;5;5;46;48;1
00143_00000.ppm;49;50;5;5;44;44;1
00143_00001.ppm;63;67;5;6;57;61;1
00143_00002.ppm;144;160;12;13;131;146;1
00455_00000.ppm;42;42;5;5;37;37;1
00455_00001.ppm;42;44;5;5;37;38;1
00455_00002.ppm;44;45;5;5;38;39;1
00468_00000.ppm;51;52;5;5;46;47;1
00468_00001.ppm;44;48;5;5;39;43;1
00468_00002.ppm;76;81;6;7;69;74;1
00475_00000.ppm;142;152;12;13;130;138;1
00475_00001.ppm;83;91;7;8;75;83;1
00475_00002.ppm;59;64;5;5;53;58;1
00801_00000.ppm;97;108;8;9;89;99;1
00801_00001.ppm;86;99;7;8;78;90;1
00801_00002.ppm;81;86;7;7;73;79;1
00806_00000.ppm;67;27;6;5;61;21;1
00806_00001.ppm;67;26;6;5;60;20;1
00806_00002.ppm;63;25;5;5;57;20;1
00874_00000.ppm;73;79;6;7;67;71;1
00874_00001.ppm;83;85;7;7;75;77;1
00874_00002.ppm;93;98;8;8;84;89;1
00876_00000.ppm;142;99;12;8;130;90;1
00876_00001.ppm;178;116;15;10;163;105;1
00876_00002.ppm;160;106;13;9;146;96;1
00877_00000.ppm;123;136;10;11;113;125;1
00877_00001.ppm;139;153;12;13;127;140;1
00877_00002.ppm;130;145;11;12;118;133;1
00881_00000.ppm;87;95;7;8;79;87;1
00881_00001.ppm;103;106;9;9;93;97;1
00881_00002.ppm;96;99;8;8;87;91;1
00897_00000.ppm;98;103;8;9;89;94;1
00897_00001.ppm;81;84;7;7;73;77;1
00897_00002.ppm;91;92;8;8;83;84;1
00900_00000.ppm;81;88;7;7;74;80;1
00900_00001.ppm;68;73;6;6;62;67;1
00900_00002.ppm;74;83;6;7;67;75;1
00920_00000.ppm;97;91;8;8;89;82;1
00920_00001.ppm;98;94;8;8;89;86;1
00920_00002.ppm;96;88;8;7;88;80;1
00921_00000.ppm;110;105;9;9;101;95;1
00921_00001.ppm;121;112;10;9;110;102;1
00933_00000.ppm;97;91;8;8;88;82;1
00933_00001.ppm;86;84;7;7;79;76;1
00933_00002.ppm;79;75;7;6;72;68;1
00941_00000.ppm;151;170;13;14;137;155;1
00941_00001.ppm;100;111;8;9;92;102;1
00941_00002.ppm;110;123;9;10;101;112;1
00947_00000.ppm;72;74;6;6;65;68;1
00947_00001.ppm;76;81;6;7;70;74;1
00947_00002.ppm;87;88;7;7;80;80;1
00965_00000.ppm;110;122;9;10;101;111;1
00965_00001.ppm;105;115;9;10;96;104;1
00965_00002.ppm;97;110;8;9;88;100;1
01028_00000.ppm;45;49;5;5;40;43;1
01028_00001.ppm;46;50;5;5;40;45;1
01028_00002.ppm;47;51;5;5;42;46;1
01103_00000.ppm;75;84;6;7;69;77;1
01103_00001.ppm;97;104;8;9;88;95;1
01103_00002.ppm;84;94;7;8;77;86;1
01114_00000.ppm;69;74;6;6;62;68;1
01114_00001.ppm;64;71;5;6;59;65;1
01114_00002.ppm;73;81;6;7;66;73;1
01278_00000.ppm;110;122;9;10;100;111;1
01278_00001.ppm;105;112;9;9;95;102;1
01278_00002.ppm;96;106;8;9;87;96;1
01556_00000.ppm;171;189;14;16;157;172;1
01556_00001.ppm;287;304;24;25;263;279;1
01556_00002.ppm;108;119;9;10;99;109;1
01584_00000.ppm;104;108;9;9;94;99;1
01584_00001.ppm;129;131;11;11;117;119;1
01584_00002.ppm;168;166;14;14;154;151;1
01585_00000.ppm;184;203;15;17;169;185;1
01585_00001.ppm;104;115;9;10;95;105;1
01585_00002.ppm;139;152;12;13;127;139;1
01590_00000.ppm;121;132;10;11;110;121;1
01590_00001.ppm;180;201;15;17;164;183;1
01590_00002.ppm;283;230;24;19;258;211;1
01651_00000.ppm;81;84;7;7;73;76;1
01651_00001.ppm;71;73;6;6;64;67;1
01651_00002.ppm;146;85;12;7;133;77;1
01662_00000.ppm;142;91;12;8;130;82;1
01662_00001.ppm;99;76;8;6;91;70;1
01662_00002.ppm;194;105;16;9;177;95;1
01681_00000.ppm;192;123;16;10;175;112;1
01681_00001.ppm;187;92;16;8;170;83;1
01681_00002.ppm;71;74;6;6;65;67;1
01699_00000.ppm;115;120;10;10;105;109;1
01699_00001.ppm;76;85;6;7;69;77;1
01699_00002.ppm;91;97;8;8;82;88;1
01850_00000.ppm;76;87;6;7;70;79;1
01850_00001.ppm;153;175;13;15;139;160;1
01850_00002.ppm;103;115;9;10;93;105;1
01854_00000.ppm;106;110;9;9;96;100;1
01854_00001.ppm;82;87;7;7;75;79;1
01854_00002.ppm;208;105;17;9;190;96;1
01971_00000.ppm;203;146;17;12;185;134;1
01971_00001.ppm;82;92;7;8;74;83;1
01971_00002.ppm;105;121;9;10;95;110;1
