Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00141_00000.ppm;207;248;17;21;190;227;9
00141_00001.ppm;80;85;7;7;72;77;9
00141_00002.ppm;50;52;5;5;45;46;9
00223_00000.ppm;188;208;16;17;172;191;9
00223_00001.ppm;133;141;11;12;121;128;9
00223_00002.ppm;108;120;9;10;99;109;9
00224_00000.ppm;87;93;7;8;79;85;9
00224_00001.ppm;107;115;9;10;97;104;9
00224_00002.ppm;142;153;12;13;129;140;9
00285_00000.ppm;152;169;13;14;139;155;9
00285_00001.ppm;200;223;17;19;182;204;9
00285_00002.ppm;287;304;24;25;262;278;9
00286_00000.ppm;124;127;10;11;114;115;9
00286_00001.ppm;104;106;9;9;95;97;9
00286_00002.ppm;158;157;13;13;144;144;9
00410_00000.ppm;225;237;19;20;206;216;9
00410_00001.ppm;112;121;9;10;103;110;9
00410_00002.ppm;74;82;6;7;67;75;9
