Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00208_00000.ppm;322;347;27;29;294;318;14
00208_00001.ppm;159;169;13;14;145;154;14
00208_00002.ppm;121;128;10;11;111;117;14
00379_00000.ppm;156;144;13;12;142;131;14
00379_00001.ppm;83;83;7;7;75;75;14
00379_00002.ppm;58;60;5;5;53;55;14
00406_00000.ppm;97;61;8;5;89;55;14
00406_00001.ppm;91;57;8;5;83;51;14
00406_00002.ppm;108;68;9;6;99;61;14
00408_00000.ppm;128;141;11;12;116;129;14
00408_00001.ppm;123;135;10;11;112;124;14
00408_00002.ppm;121;129;10;11;110;118;14
00448_00000.ppm;62;64;5;5;57;58;14
00448_00001.ppm;87;88;7;7;79;81;14
00448_00002.ppm;131;147;11;12;119;134;14
00859_00000.ppm;57;57;5;5;51;51;14
00859_00001.ppm;57;57;5;5;51;52;14
00859_00002.ppm;57;58;5;5;51;53;14
00899_00000.ppm;104;111;9;9;95;102;14
00899_00001.ppm;110;120;9;10;101;110;14
00899_00002.ppm;119;129;10;11;109;117;14
00911_00000.ppm;64;55;5;5;59;49;14
00911_00001.ppm;68;55;6;5;62;49;14
00911_00002.ppm;68;57;6;5;61;52;14
01135_00000.ppm;52;55;5;5;47;49;14
01135_00001.ppm;55;55;5;5;49;50;14
01135_00002.ppm;54;55;5;5;49;50;14
01490_00000.ppm;64;52;5;5;58;47;14
01490_00001.ppm;54;43;5;5;48;37;14
01544_00000.ppm;75;43;6;5;69;37;14
01544_00001.ppm;64;63;5;5;58;57;14
01544_00002.ppm;52;52;5;5;46;47;14
01558_00000.ppm;103;99;9;8;93;90;14
01558_00001.ppm;130;122;11;10;118;111;14
01558_00002.ppm;84;85;7;7;76;77;14
01780_00000.ppm;81;91;7;8;74;82;14
01780_00001.ppm;64;71;5;6;59;64;14
01780_00002.ppm;110;119;9;10;100;109;14
01925_00000.ppm;215;231;18;19;197;211;14
01925_00001.ppm;129;143;11;12;117;130;14
01926_00000.ppm;87;97;7;8;80;89;14
01926_00001.ppm;119;133;10;11;109;122;14
01926_00002.ppm;195;216;16;18;178;198;14
