Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00339_00000.ppm;134;139;11;12;123;126;33
00339_00001.ppm;136;142;11;12;125;130;33
00339_00002.ppm;136;140;11;12;125;127;33
00340_00000.ppm;320;320;27;27;292;292;33
00340_00001.ppm;320;254;27;21;292;232;33
00340_00002.ppm;320;296;27;25;293;270;33
00343_00000.ppm;56;56;5;5;51;51;33
00343_00001.ppm;44;43;5;5;38;38;33
00343_00002.ppm;82;92;7;8;74;83;33
00586_00000.ppm;81;76;7;6;74;70;33
00586_00001.ppm;135;123;11;10;123;113;33
00586_00002.ppm;60;56;5;5;54;51;33
