Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00137_00000.ppm;241;252;20;21;221;231;59
00137_00001.ppm;56;55;5;5;51;50;59
00137_00002.ppm;106;105;9;9;96;95;59
00182_00000.ppm;215;219;18;18;196;200;59
00182_00001.ppm;116;112;10;9;105;102;59
00182_00002.ppm;165;159;14;13;150;146;59
00350_00000.ppm;265;277;22;23;243;254;59
00350_00001.ppm;116;112;10;9;106;102;59
00350_00002.ppm;73;74;6;6;66;67;59
00885_00000.ppm;135;135;11;11;124;123;59
00885_00001.ppm;127;129;11;11;115;117;59
00885_00002.ppm;144;145;12;12;131;133;59
00887_00000.ppm;148;153;12;13;136;140;59
00887_00001.ppm;132;132;11;11;121;121;59
00887_00002.ppm;119;118;10;10;108;108;59
00948_00000.ppm;108;122;9;10;99;112;59
00948_00001.ppm;99;111;8;9;91;102;59
00948_00002.ppm;104;117;9;10;94;106;59
01282_00000.ppm;84;93;7;8;76;84;59
01282_00001.ppm;68;70;6;6;61;64;59
01282_00002.ppm;57;58;5;5;52;53;59
01481_00000.ppm;212;229;18;19;193;210;59
01481_00001.ppm;136;140;11;12;124;128;59
01481_00002.ppm;87;86;7;7;80;78;59
01557_00000.ppm;283;290;24;24;259;266;59
01557_00001.ppm;202;203;17;17;184;185;59
01557_00002.ppm;134;134;11;11;123;123;59
01581_00000.ppm;215;223;18;19;196;204;59
01581_00001.ppm;141;142;12;12;129;129;59
01581_00002.ppm;118;117;10;10;108;107;59
01583_00000.ppm;112;107;9;9;103;98;59
01583_00001.ppm;155;147;13;12;141;135;59
01583_00002.ppm;217;215;18;18;198;197;59
01586_00000.ppm;206;208;17;17;189;191;59
01586_00001.ppm;135;136;11;11;123;124;59
01586_00002.ppm;476;295;40;25;436;269;59
01587_00000.ppm;120;116;10;10;109;105;59
01587_00001.ppm;170;159;14;13;155;145;59
01587_00002.ppm;229;217;19;18;210;199;59
01776_00000.ppm;227;226;19;19;207;207;59
01776_00001.ppm;128;124;11;10;116;113;59
01776_00002.ppm;81;79;7;7;74;72;59
