Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00001_00000.ppm;286;284;24;24;262;259;32
00001_00001.ppm;192;192;16;16;175;175;32
00001_00002.ppm;144;144;12;12;132;132;32
00018_00000.ppm;223;225;19;19;203;206;32
00018_00001.ppm;175;176;15;15;160;161;32
00018_00002.ppm;133;131;11;11;121;120;32
00028_00000.ppm;111;104;9;9;102;95;32
00028_00001.ppm;92;85;8;7;83;77;32
00028_00002.ppm;133;124;11;10;121;114;32
00173_00000.ppm;200;214;17;18;182;195;32
00173_00001.ppm;157;163;13;14;144;148;32
00173_00002.ppm;119;121;10;10;109;110;32
00192_00000.ppm;75;75;6;6;68;69;32
00192_00001.ppm;86;87;7;7;78;79;32
00192_00002.ppm;100;108;8;9;91;98;32
00224_00000.ppm;104;103;9;9;95;94;32
00224_00001.ppm;127;129;11;11;115;117;32
00224_00002.ppm;171;171;14;14;156;157;32
00361_00000.ppm;136;141;11;12;125;129;32
00361_00001.ppm;94;95;8;8;85;86;32
00361_00002.ppm;71;72;6;6;65;65;32
00369_00000.ppm;86;87;7;7;78;79;32
00369_00001.ppm;87;87;7;7;79;79;32
00369_00002.ppm;86;85;7;7;79;78;32
00372_00000.ppm;188;134;16;11;171;123;32
00372_00001.ppm;187;129;16;11;170;117;32
00372_00002.ppm;182;145;15;12;167;132;32
00377_00000.ppm;39;35;5;5;33;29;32
00377_00001.ppm;37;34;5;5;32;29;32
00377_00002.ppm;38;34;5;5;33;28;32
00402_00000.ppm;64;61;5;5;58;56;32
00402_00001.ppm;88;83;7;7;80;75;32
00402_00002.ppm;135;124;11;10;123;114;32
00407_00000.ppm;121;60;10;5;110;55;32
00407_00001.ppm;132;68;11;6;120;61;32
00407_00002.ppm;156;71;13;6;142;65;32
00421_00000.ppm;97;104;8;9;88;95;32
00421_00001.ppm;71;71;6;6;64;65;32
00421_00002.ppm;57;56;5;5;51;50;32
00441_00000.ppm;165;170;14;14;150;156;32
00441_00001.ppm;166;135;14;11;152;123;32
00441_00002.ppm;167;157;14;13;153;143;32
00548_00000.ppm;47;48;5;5;42;42;32
00549_00000.ppm;70;63;6;5;64;57;32
00549_00001.ppm;130;117;11;10;119;107;32
00549_00002.ppm;85;75;7;6;78;69;32
00553_00000.ppm;95;95;8;8;87;86;32
00553_00001.ppm;95;95;8;8;87;87;32
00553_00002.ppm;97;96;8;8;88;88;32
00559_00000.ppm;160;157;13;13;146;143;32
00559_00001.ppm;93;95;8;8;85;87;32
00559_00002.ppm;106;108;9;9;96;99;32
00562_00000.ppm;62;59;5;5;57;53;32
00562_00001.ppm;61;60;5;5;56;54;32
00562_00002.ppm;64;61;5;5;58;55;32
00569_00000.ppm;80;84;7;7;72;76;32
00569_00001.ppm;70;72;6;6;64;66;32
00569_00002.ppm;63;63;5;5;57;58;32
00578_00000.ppm;88;88;7;7;80;80;32
00578_00001.ppm;115;112;10;9;104;102;32
00578_00002.ppm;236;231;20;19;215;211;32
00619_00000.ppm;172;175;14;15;157;159;32
00619_00001.ppm;142;143;12;12;130;130;32
00619_00002.ppm;156;155;13;13;142;141;32
00653_00000.ppm;98;95;8;8;90;87;32
00653_00001.ppm;98;95;8;8;89;86;32
00653_00002.ppm;97;94;8;8;89;86;32
00758_00000.ppm;75;75;6;6;69;69;32
00758_00001.ppm;72;73;6;6;66;67;32
00758_00002.ppm;76;80;6;7;70;72;32
00762_00000.ppm;82;84;7;7;74;76;32
00762_00001.ppm;79;80;7;7;72;73;32
00762_00002.ppm;75;75;6;6;68;69;32
00927_00000.ppm;88;87;7;7;80;80;32
00927_00001.ppm;92;83;8;7;84;76;32
00927_00002.ppm;91;87;8;7;83;79;32
00928_00000.ppm;80;80;7;7;72;72;32
00928_00001.ppm;80;82;7;7;72;74;32
00928_00002.ppm;81;81;7;7;74;73;32
00930_00000.ppm;115;111;10;9;105;102;32
00930_00001.ppm;123;124;10;10;113;113;32
00930_00002.ppm;134;134;11;11;122;122;32
00931_00000.ppm;81;80;7;7;73;72;32
00931_00001.ppm;84;84;7;7;76;77;32
00931_00002.ppm;86;86;7;7;79;79;32
00935_00000.ppm;83;84;7;7;76;77;32
00935_00001.ppm;94;95;8;8;85;87;32
00935_00002.ppm;75;75;6;6;68;69;32
00937_00000.ppm;68;68;6;6;62;62;32
00937_00001.ppm;62;63;5;5;56;58;32
00937_00002.ppm;68;64;6;5;61;58;32
00937_00003.ppm;64;63;5;5;59;57;32
00938_00000.ppm;70;74;6;6;64;67;32
00938_00001.ppm;62;67;5;6;57;60;32
00943_00000.ppm;64;62;5;5;59;57;32
00943_00001.ppm;64;62;5;5;59;57;32
00945_00000.ppm;61;54;5;5;56;48;32
00945_00001.ppm;62;52;5;5;57;47;32
00945_00002.ppm;61;52;5;5;56;46;32
00951_00000.ppm;45;42;5;5;40;36;32
00951_00001.ppm;43;40;5;5;38;34;32
00952_00000.ppm;33;30;5;5;28;25;32
00952_00001.ppm;33;31;5;5;27;26;32
00952_00002.ppm;34;34;5;5;29;28;32
00957_00000.ppm;82;83;7;7;75;76;32
00957_00001.ppm;87;92;7;8;79;84;32
00957_00002.ppm;85;86;7;7;78;78;32
00959_00000.ppm;67;68;6;6;61;61;32
00959_00001.ppm;68;63;6;5;61;57;32
00959_00002.ppm;67;63;6;5;60;57;32
01002_00000.ppm;51;50;5;5;46;44;32
01002_00001.ppm;49;51;5;5;44;46;32
01002_00002.ppm;51;49;5;5;45;44;32
01003_00000.ppm;52;52;5;5;47;46;32
01003_00001.ppm;51;51;5;5;46;46;32
01003_00002.ppm;50;52;5;5;45;46;32
01012_00000.ppm;40;39;5;5;34;33;32
01012_00001.ppm;39;38;5;5;34;32;32
01012_00002.ppm;40;38;5;5;34;32;32
01013_00000.ppm;41;39;5;5;35;34;32
01013_00001.ppm;41;38;5;5;35;33;32
01013_00002.ppm;41;39;5;5;35;34;32
01102_00000.ppm;69;68;6;6;62;61;32
01102_00001.ppm;61;61;5;5;56;56;32
01102_00002.ppm;63;58;5;5;58;53;32
01108_00000.ppm;81;68;7;6;74;61;32
01108_00001.ppm;81;70;7;6;73;64;32
01108_00002.ppm;82;68;7;6;75;61;32
01109_00000.ppm;69;62;6;5;62;56;32
01109_00001.ppm;64;59;5;5;58;54;32
01109_00002.ppm;67;61;6;5;60;55;32
01111_00000.ppm;97;92;8;8;88;83;32
01111_00001.ppm;100;98;8;8;92;90;32
01112_00000.ppm;99;98;8;8;90;89;32
01112_00001.ppm;93;93;8;8;85;84;32
01112_00002.ppm;106;105;9;9;97;95;32
01165_00000.ppm;44;35;5;5;38;30;32
01165_00001.ppm;43;34;5;5;38;29;32
01165_00002.ppm;45;39;5;5;39;33;32
01231_00000.ppm;45;44;5;5;40;39;32
01231_00001.ppm;42;41;5;5;37;36;32
01231_00002.ppm;42;41;5;5;37;36;32
01231_00003.ppm;41;41;5;5;36;35;32
01232_00000.ppm;80;81;7;7;72;73;32
01232_00001.ppm;83;83;7;7;76;76;32
01232_00002.ppm;75;75;6;6;68;69;32
01237_00000.ppm;134;136;11;11;122;124;32
01237_00001.ppm;127;124;11;10;115;114;32
01237_00002.ppm;117;116;10;10;106;106;32
01238_00000.ppm;69;67;6;6;62;60;32
01238_00001.ppm;70;69;6;6;64;63;32
01238_00002.ppm;67;62;6;5;61;57;32
01243_00000.ppm;71;72;6;6;65;65;32
01243_00001.ppm;67;64;6;5;61;58;32
01243_00002.ppm;71;68;6;6;64;62;32
01244_00000.ppm;79;79;7;7;72;71;32
01244_00001.ppm;118;116;10;10;108;105;32
01244_00002.ppm;124;123;10;10;114;113;32
01248_00000.ppm;95;92;8;8;87;84;32
01248_00001.ppm;91;86;8;7;82;78;32
01248_00002.ppm;85;83;7;7;77;76;32
01249_00000.ppm;95;95;8;8;87;87;32
01249_00001.ppm;100;100;8;8;91;91;32
01249_00002.ppm;91;88;8;7;83;81;32
01253_00000.ppm;122;121;10;10;112;110;32
01253_00001.ppm;167;164;14;14;153;150;32
01253_00002.ppm;141;139;12;12;129;126;32
01253_00003.ppm;107;107;9;9;98;98;32
01254_00000.ppm;82;76;7;6;75;70;32
01254_00001.ppm;92;85;8;7;83;77;32
01254_00002.ppm;98;94;8;8;90;85;32
01262_00000.ppm;81;82;7;7;74;75;32
01262_00001.ppm;85;86;7;7;77;78;32
01262_00002.ppm;79;82;7;7;71;74;32
01263_00000.ppm;74;71;6;6;67;65;32
01263_00001.ppm;79;73;7;6;71;66;32
01263_00002.ppm;81;74;7;6;73;67;32
01269_00000.ppm;94;91;8;8;85;83;32
01269_00001.ppm;91;82;8;7;83;75;32
01270_00000.ppm;146;142;12;12;134;130;32
01270_00001.ppm;159;158;13;13;145;144;32
01275_00000.ppm;91;84;8;7;82;76;32
01275_00001.ppm;82;76;7;6;74;69;32
01275_00002.ppm;86;83;7;7;78;75;32
01276_00000.ppm;178;170;15;14;162;155;32
01276_00001.ppm;163;154;14;13;149;141;32
01276_00002.ppm;202;191;17;16;185;175;32
01280_00000.ppm;272;159;23;13;248;145;32
01280_00001.ppm;141;143;12;12;128;130;32
01280_00002.ppm;207;188;17;16;190;172;32
01502_00000.ppm;88;91;7;8;81;82;32
01502_00001.ppm;132;139;11;12;121;127;32
01502_00002.ppm;107;111;9;9;98;101;32
01504_00000.ppm;151;154;13;13;138;140;32
01511_00000.ppm;154;158;13;13;140;144;32
01511_00001.ppm;99;97;8;8;90;89;32
01511_00002.ppm;123;121;10;10;112;111;32
01514_00000.ppm;83;79;7;7;75;72;32
01514_00001.ppm;71;69;6;6;65;62;32
01514_00002.ppm;64;62;5;5;58;56;32
01519_00000.ppm;110;104;9;9;101;94;32
01519_00001.ppm;79;74;7;6;71;68;32
01519_00002.ppm;93;85;8;7;84;78;32
01524_00000.ppm;241;109;20;9;220;99;32
01524_00001.ppm;85;83;7;7;78;75;32
01524_00002.ppm;122;118;10;10;111;107;32
01525_00000.ppm;118;123;10;10;107;112;32
01525_00001.ppm;96;98;8;8;88;90;32
01525_00002.ppm;82;85;7;7;75;77;32
01526_00000.ppm;158;165;13;14;144;150;32
01526_00001.ppm;105;103;9;9;95;94;32
01526_00002.ppm;124;130;10;11;114;119;32
01528_00000.ppm;128;136;11;11;116;125;32
01528_00001.ppm;105;107;9;9;95;98;32
01528_00002.ppm;86;87;7;7;78;80;32
01529_00000.ppm;129;133;11;11;118;122;32
01529_00001.ppm;105;105;9;9;95;95;32
01529_00002.ppm;87;88;7;7;80;81;32
01536_00000.ppm;119;120;10;10;108;109;32
01536_00001.ppm;144;143;12;12;131;131;32
01536_00002.ppm;84;87;7;7;77;80;32
01569_00000.ppm;249;144;21;12;227;131;32
01569_00001.ppm;128;128;11;11;117;117;32
01569_00002.ppm;103;98;9;8;93;90;32
01588_00000.ppm;134;141;11;12;122;129;32
01588_00001.ppm;100;105;8;9;92;96;32
01588_00002.ppm;85;85;7;7;77;78;32
01656_00000.ppm;116;122;10;10;106;112;32
01656_00001.ppm;96;99;8;8;87;90;32
01713_00000.ppm;192;123;16;10;176;113;32
01713_00001.ppm;99;100;8;8;90;91;32
01713_00002.ppm;83;82;7;7;75;74;32
01715_00000.ppm;104;93;9;8;94;85;32
01715_00001.ppm;87;81;7;7;80;74;32
01715_00002.ppm;75;72;6;6;68;66;32
01744_00000.ppm;397;349;33;29;364;319;32
01744_00001.ppm;213;226;18;19;195;206;32
01744_00002.ppm;169;157;14;13;154;144;32
01763_00000.ppm;175;147;15;12;160;134;32
01763_00001.ppm;249;194;21;16;227;177;32
01763_00002.ppm;109;82;9;7;99;75;32
01764_00000.ppm;107;109;9;9;97;100;32
01764_00001.ppm;97;91;8;8;89;82;32
01764_00002.ppm;98;86;8;7;89;79;32
01766_00000.ppm;208;217;17;18;190;199;32
01766_00001.ppm;223;202;19;17;203;185;32
01766_00002.ppm;211;202;18;17;192;184;32
01773_00000.ppm;95;96;8;8;87;87;32
01773_00001.ppm;92;81;8;7;84;73;32
01773_00002.ppm;105;85;9;7;95;77;32
01774_00000.ppm;674;527;56;44;618;482;32
01774_00001.ppm;724;335;60;28;664;306;32
01774_00002.ppm;100;61;8;5;91;56;32
01775_00000.ppm;72;72;6;6;66;66;32
01775_00001.ppm;112;115;9;10;103;104;32
01775_00002.ppm;155;155;13;13;142;141;32
01807_00000.ppm;63;67;5;6;58;60;32
01807_00001.ppm;107;98;9;8;97;89;32
01807_00002.ppm;86;91;7;8;79;82;32
01815_00000.ppm;116;115;10;10;106;105;32
01815_00001.ppm;262;240;22;20;239;219;32
01815_00002.ppm;177;170;15;14;162;156;32
01816_00000.ppm;167;163;14;14;152;148;32
01816_00001.ppm;268;263;22;22;245;240;32
01816_00002.ppm;118;117;10;10;108;107;32
01817_00000.ppm;98;92;8;8;90;84;32
01817_00001.ppm;131;127;11;11;119;115;32
01817_00002.ppm;189;195;16;16;173;178;32
01818_00000.ppm;248;253;21;21;227;231;32
01818_00001.ppm;144;143;12;12;131;131;32
01818_00002.ppm;107;107;9;9;98;98;32
01820_00000.ppm;98;100;8;8;89;91;32
01820_00001.ppm;132;132;11;11;120;121;32
01820_00002.ppm;195;196;16;16;178;180;32
01823_00000.ppm;104;96;9;8;94;87;32
01823_00001.ppm;136;128;11;11;124;116;32
01823_00002.ppm;230;208;19;17;210;190;32
01824_00000.ppm;91;92;8;8;83;84;32
01824_00001.ppm;490;218;41;18;448;199;32
01824_00002.ppm;491;151;41;13;449;138;32
01828_00000.ppm;91;88;8;7;82;81;32
01828_00001.ppm;119;117;10;10;109;107;32
01828_00002.ppm;176;171;15;14;161;157;32
01842_00000.ppm;91;92;8;8;82;83;32
01842_00001.ppm;112;117;9;10;103;107;32
01842_00002.ppm;200;139;17;12;183;127;32
01846_00000.ppm;154;151;13;13;141;137;32
01846_00001.ppm;111;109;9;9;102;100;32
01846_00002.ppm;87;88;7;7;80;80;32
01847_00000.ppm;91;85;8;7;82;78;32
01847_00001.ppm;75;72;6;6;68;66;32
01847_00002.ppm;107;100;9;8;97;92;32
01848_00000.ppm;97;91;8;8;88;83;32
01848_00001.ppm;98;94;8;8;90;86;32
01848_00002.ppm;96;95;8;8;87;86;32
01849_00000.ppm;167;169;14;14;153;155;32
01849_00001.ppm;120;120;10;10;110;109;32
01849_00002.ppm;95;95;8;8;87;86;32
01852_00000.ppm;44;43;5;5;38;37;32
01852_00001.ppm;192;142;16;12;175;130;32
01852_00002.ppm;193;86;16;7;176;79;32
01915_00000.ppm;252;231;21;19;231;211;32
