Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00258_00000.ppm;86;58;7;5;78;53;49
00258_00001.ppm;73;49;6;5;67;44;49
00258_00002.ppm;141;68;12;6;129;61;49
00310_00000.ppm;193;116;16;10;177;106;49
00310_00001.ppm;99;64;8;5;90;58;49
00310_00002.ppm;133;76;11;6;121;69;49
00311_00000.ppm;379;153;32;13;346;140;49
00311_00001.ppm;155;121;13;10;142;111;49
00311_00002.ppm;376;203;31;17;344;185;49
00720_00000.ppm;153;127;13;11;139;115;49
00720_00001.ppm;144;107;12;9;132;97;49
00720_00002.ppm;169;142;14;12;155;129;49
