Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00070_00000.ppm;171;106;14;9;157;97;42
00070_00001.ppm;81;83;7;7;73;75;42
00070_00002.ppm;63;62;5;5;58;57;42
00074_00000.ppm;54;53;5;5;49;47;42
00074_00001.ppm;62;58;5;5;56;52;42
00074_00002.ppm;74;70;6;6;67;63;42
00076_00000.ppm;142;86;12;7;129;78;42
00076_00001.ppm;56;56;5;5;50;51;42
00076_00002.ppm;67;68;6;6;60;61;42
00515_00000.ppm;117;80;10;7;107;73;42
00515_00001.ppm;148;99;12;8;135;90;42
00515_00002.ppm;206;123;17;10;188;113;42
00875_00000.ppm;115;112;10;9;104;103;42
00875_00001.ppm;127;128;11;11;116;117;42
00875_00002.ppm;139;140;12;12;127;127;42
00879_00000.ppm;115;91;10;8;105;82;42
01093_00000.ppm;143;143;12;12;131;130;42
01093_00001.ppm;143;142;12;12;130;129;42
01093_00002.ppm;145;139;12;12;133;126;42
01095_00000.ppm;195;187;16;16;178;171;42
01166_00000.ppm;140;135;12;11;128;124;42
01166_00001.ppm;132;115;11;10;121;105;42
01166_00002.ppm;130;106;11;9;119;96;42
01582_00000.ppm;127;122;11;10;115;111;42
01582_00001.ppm;92;91;8;8;84;82;42
01582_00002.ppm;71;69;6;6;65;63;42
01730_00000.ppm;148;75;12;6;136;69;42
01730_00001.ppm;72;68;6;6;66;61;42
01730_00002.ppm;62;62;5;5;57;56;42
01732_00000.ppm;63;63;5;5;58;58;42
01732_00001.ppm;128;55;11;5;117;49;42
01732_00002.ppm;127;43;11;5;116;38;42
01736_00000.ppm;145;82;12;7;133;75;42
01736_00001.ppm;143;62;12;5;131;56;42
01736_00002.ppm;68;60;6;5;62;54;42
