Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00046_00000.ppm;201;118;17;10;183;108;8
00046_00001.ppm;106;109;9;9;97;99;8
00046_00002.ppm;83;94;7;8;75;85;8
01016_00000.ppm;69;74;6;6;62;67;8
01016_00001.ppm;74;81;6;7;67;74;8
01016_00002.ppm;81;88;7;7;74;81;8
01020_00000.ppm;123;132;10;11;112;120;8
01020_00001.ppm;105;111;9;9;95;101;8
01020_00002.ppm;115;123;10;10;105;113;8
01520_00000.ppm;97;110;8;9;89;100;8
01520_00001.ppm;88;99;7;8;80;91;8
01520_00002.ppm;116;130;10;11;105;118;8
01521_00000.ppm;93;105;8;9;85;96;8
01521_00001.ppm;109;127;9;11;99;115;8
01521_00002.ppm;76;92;6;8;70;84;8
01530_00000.ppm;133;146;11;12;121;134;8
01530_00001.ppm;100;111;8;9;91;101;8
01530_00002.ppm;83;93;7;8;75;84;8
01578_00000.ppm;134;155;11;13;122;142;8
01578_00001.ppm;109;127;9;11;100;116;8
01578_00002.ppm;88;100;7;8;80;92;8
01663_00000.ppm;123;141;10;12;112;128;8
01663_00001.ppm;98;112;8;9;89;103;8
01663_00002.ppm;83;94;7;8;76;85;8
01873_00000.ppm;61;69;5;6;55;63;8
01873_00001.ppm;82;96;7;8;74;87;8
01873_00002.ppm;71;82;6;7;65;75;8
