Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00140_00000.ppm;230;238;19;20;211;218;56
00140_00001.ppm;159;164;13;14;146;150;56
00140_00002.ppm;124;124;10;10;113;113;56
00151_00000.ppm;179;171;15;14;163;156;56
00151_00001.ppm;135;134;11;11;123;123;56
00151_00002.ppm;109;107;9;9;99;98;56
00180_00000.ppm;262;262;22;22;240;240;56
00180_00001.ppm;179;177;15;15;164;162;56
00180_00002.ppm;136;135;11;11;124;124;56
00183_00000.ppm;167;170;14;14;153;155;56
00183_00001.ppm;120;119;10;10;109;108;56
00183_00002.ppm;93;91;8;8;84;83;56
00256_00000.ppm;223;223;19;19;204;203;56
00256_00001.ppm;180;148;15;12;165;135;56
00256_00002.ppm;287;319;24;27;263;291;56
00296_00000.ppm;163;168;14;14;149;154;56
00296_00001.ppm;127;129;11;11;116;118;56
00296_00002.ppm;105;106;9;9;95;97;56
00297_00000.ppm;146;148;12;12;134;136;56
00297_00001.ppm;123;123;10;10;112;112;56
00297_00002.ppm;104;104;9;9;94;95;56
00303_00000.ppm;168;178;14;15;153;162;56
00303_00001.ppm;134;135;11;11;123;124;56
00303_00002.ppm;112;112;9;9;102;103;56
00661_00000.ppm;72;71;6;6;65;64;56
00661_00001.ppm;76;74;6;6;69;67;56
00661_00002.ppm;79;81;7;7;72;73;56
00664_00000.ppm;98;57;8;5;90;52;56
00664_00001.ppm;98;61;8;5;89;56;56
00664_00002.ppm;99;67;8;6;90;61;56
00670_00000.ppm;250;253;21;21;229;232;56
00670_00001.ppm;231;231;19;19;211;211;56
00771_00000.ppm;58;57;5;5;52;51;56
00771_00001.ppm;59;58;5;5;54;53;56
00771_00002.ppm;58;56;5;5;53;50;56
00784_00000.ppm;118;115;10;10;108;105;56
00784_00001.ppm;132;128;11;11;120;117;56
00784_00002.ppm;122;120;10;10;112;109;56
00788_00000.ppm;82;54;7;5;75;48;56
00788_00001.ppm;80;54;7;5;73;48;56
00788_00002.ppm;81;51;7;5;74;46;56
00790_00000.ppm;105;108;9;9;96;99;56
00790_00001.ppm;87;88;7;7;80;80;56
00790_00002.ppm;97;98;8;8;89;90;56
00791_00000.ppm;59;52;5;5;54;46;56
00791_00001.ppm;57;52;5;5;51;46;56
00791_00002.ppm;54;55;5;5;48;49;56
00792_00000.ppm;99;56;8;5;90;51;56
00792_00001.ppm;103;61;9;5;93;55;56
00792_00002.ppm;97;55;8;5;89;50;56
00890_00000.ppm;175;179;15;15;160;164;56
00890_00001.ppm;160;167;13;14;147;153;56
00890_00002.ppm;140;143;12;12;127;130;56
01198_00000.ppm;104;118;9;10;95;108;56
01198_00001.ppm;106;97;9;8;96;89;56
01198_00002.ppm;104;115;9;10;95;105;56
01199_00000.ppm;84;82;7;7;77;75;56
01199_00001.ppm;93;88;8;7;85;81;56
01199_00002.ppm;88;85;7;7;80;78;56
01199_00003.ppm;62;61;5;5;56;56;56
01199_00004.ppm;67;63;6;5;61;58;56
01199_00005.ppm;70;69;6;6;63;62;56
01199_00000.ppm;84;82;7;7;77;75;56
01199_00001.ppm;93;88;8;7;85;81;56
01199_00002.ppm;88;85;7;7;80;78;56
01199_00003.ppm;62;61;5;5;56;56;56
01199_00004.ppm;67;63;6;5;61;58;56
01199_00005.ppm;70;69;6;6;63;62;56
01200_00000.ppm;107;110;9;9;97;100;56
01200_00001.ppm;93;85;8;7;84;77;56
01200_00002.ppm;97;94;8;8;89;86;56
01402_00000.ppm;93;95;8;8;84;87;56
01402_00001.ppm;105;109;9;9;96;100;56
01402_00002.ppm;82;84;7;7;75;76;56
01409_00000.ppm;128;140;11;12;117;128;56
01409_00001.ppm;107;110;9;9;97;101;56
01409_00002.ppm;275;200;23;17;251;182;56
01419_00000.ppm;122;131;10;11;112;120;56
01419_00001.ppm;100;107;8;9;92;98;56
01419_00002.ppm;400;200;33;17;366;182;56
01428_00000.ppm;164;169;14;14;149;154;56
01428_00001.ppm;129;130;11;11;117;119;56
01428_00002.ppm;107;105;9;9;97;95;56
01429_00000.ppm;104;99;9;8;94;90;56
01429_00001.ppm;214;225;18;19;195;206;56
01429_00002.ppm;208;123;17;10;191;112;56
01430_00000.ppm;145;158;12;13;133;144;56
01430_00001.ppm;100;100;8;8;91;92;56
01430_00002.ppm;432;224;36;19;395;205;56
01783_00000.ppm;235;237;20;20;214;217;56
01783_00001.ppm;152;152;13;13;139;138;56
01783_00002.ppm;100;103;8;9;92;94;56
01784_00000.ppm;220;219;18;18;202;200;56
01784_00001.ppm;131;129;11;11;120;117;56
01784_00002.ppm;91;91;8;8;82;82;56
01881_00000.ppm;287;301;24;25;263;275;56
01881_00001.ppm;176;177;15;15;161;162;56
01881_00002.ppm;120;119;10;10;109;108;56
01887_00000.ppm;75;74;6;6;68;68;56
01887_00001.ppm;91;92;8;8;83;84;56
01887_00002.ppm;106;111;9;9;96;102;56
