Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00145_00000.ppm;46;52;5;5;41;46;4
00145_00001.ppm;136;157;11;13;125;144;4
00145_00002.ppm;70;79;6;7;64;72;4
00214_00000.ppm;130;139;11;12;119;126;4
00214_00001.ppm;165;176;14;15;151;161;4
00214_00002.ppm;224;239;19;20;205;218;4
00282_00000.ppm;202;212;17;18;184;193;4
00282_00001.ppm;142;154;12;13;129;140;4
00282_00002.ppm;96;105;8;9;87;96;4
00623_00000.ppm;58;69;5;6;53;62;4
00623_00001.ppm;57;64;5;5;52;59;4
00623_00002.ppm;49;55;5;5;44;49;4
01312_00000.ppm;93;53;8;5;84;48;4
01312_00001.ppm;99;86;8;7;90;79;4
01312_00002.ppm;110;110;9;9;101;101;4
