Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00147_00000.ppm;156;157;13;13;142;144;6
00147_00001.ppm;60;60;5;5;54;55;6
00147_00002.ppm;73;79;6;7;66;72;6
00215_00000.ppm;151;168;13;14;137;154;6
00215_00001.ppm;216;248;18;21;198;227;6
00215_00002.ppm;100;110;8;9;92;100;6
00220_00000.ppm;312;349;26;29;286;320;6
00220_00001.ppm;183;201;15;17;167;184;6
00220_00002.ppm;127;140;11;12;116;128;6
00221_00000.ppm;122;132;10;11;111;120;6
00221_00001.ppm;154;164;13;14;141;150;6
00221_00002.ppm;302;192;25;16;277;175;6
00326_00000.ppm;166;187;14;16;152;170;6
00326_00001.ppm;128;141;11;12;116;128;6
00326_00002.ppm;104;112;9;9;95;102;6
00327_00000.ppm;116;104;10;9;105;94;6
00327_00001.ppm;206;176;17;15;188;160;6
00327_00002.ppm;145;128;12;11;132;117;6
