Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00014_00000.ppm;75;79;6;7;69;71;7
00014_00001.ppm;109;112;9;9;99;102;7
00014_00002.ppm;87;88;7;7;80;81;7
00051_00000.ppm;98;107;8;9;90;98;7
00051_00001.ppm;81;91;7;8;74;82;7
00051_00002.ppm;70;75;6;6;64;68;7
00057_00000.ppm;53;59;5;5;48;53;7
00057_00001.ppm;59;70;5;6;53;63;7
00057_00002.ppm;67;79;6;7;61;71;7
00068_00000.ppm;134;140;11;12;122;127;7
00068_00001.ppm;164;84;14;7;150;77;7
00068_00002.ppm;57;64;5;5;51;58;7
00132_00000.ppm;153;179;13;15;139;164;7
00132_00001.ppm;122;143;10;12;112;130;7
00132_00002.ppm;99;121;8;10;90;111;7
00259_00000.ppm;146;82;12;7;134;75;7
00259_00001.ppm;69;74;6;6;63;67;7
00259_00002.ppm;75;84;6;7;69;76;7
00295_00000.ppm;79;80;7;7;72;72;7
00295_00001.ppm;71;73;6;6;65;67;7
00299_00000.ppm;170;166;14;14;156;151;7
00299_00001.ppm;95;98;8;8;87;90;7
00299_00002.ppm;122;123;10;10;111;112;7
00305_00000.ppm;81;88;7;7;73;80;7
00305_00001.ppm;92;96;8;8;83;88;7
00305_00002.ppm;106;109;9;9;96;99;7
00614_00000.ppm;73;80;6;7;66;72;7
00614_00001.ppm;79;84;7;7;72;77;7
00614_00002.ppm;82;91;7;8;75;82;7
00618_00000.ppm;129;69;11;6;118;62;7
00618_00001.ppm;131;45;11;5;120;39;7
00618_00002.ppm;129;55;11;5;118;49;7
00689_00000.ppm;52;55;5;5;46;49;7
00689_00001.ppm;51;57;5;5;46;52;7
00689_00002.ppm;53;57;5;5;48;51;7
00689_00003.ppm;56;62;5;5;50;56;7
00719_00000.ppm;116;115;10;10;105;104;7
00719_00001.ppm;120;118;10;10;109;108;7
00719_00002.ppm;100;100;8;8;91;91;7
00736_00000.ppm;121;135;10;11;110;124;7
00736_00001.ppm;143;155;12;13;130;142;7
00736_00002.ppm;132;148;11;12;121;135;7
00748_00000.ppm;64;71;5;6;58;64;7
00748_00001.ppm;58;63;5;5;53;57;7
00769_00000.ppm;110;124;9;10;101;114;7
00769_00001.ppm;97;110;8;9;89;101;7
00769_00002.ppm;87;99;7;8;79;90;7
00770_00000.ppm;122;139;10;12;111;126;7
00770_00001.ppm;115;128;10;11;104;116;7
00770_00002.ppm;130;148;11;12;119;136;7
00781_00000.ppm;152;169;13;14;139;154;7
00781_00001.ppm;122;135;10;11;111;123;7
00781_00002.ppm;104;115;9;10;95;105;7
00987_00000.ppm;184;204;15;17;168;186;7
00987_00001.ppm;98;111;8;9;89;101;7
00987_00002.ppm;45;49;5;5;39;43;7
00992_00000.ppm;45;50;5;5;39;44;7
00992_00001.ppm;46;49;5;5;41;43;7
00992_00002.ppm;45;49;5;5;40;43;7
01017_00000.ppm;109;105;9;9;100;96;7
01017_00001.ppm;91;86;8;7;83;79;7
01017_00002.ppm;100;96;8;8;91;87;7
01061_00000.ppm;140;147;12;12;128;134;7
01061_00001.ppm;119;128;10;11;108;116;7
01061_00002.ppm;104;111;9;9;94;102;7
01061_00003.ppm;93;100;8;8;84;91;7
01062_00000.ppm;121;131;10;11;110;119;7
01062_00001.ppm;143;155;12;13;131;142;7
01062_00002.ppm;133;141;11;12;122;129;7
01077_00000.ppm;71;74;6;6;65;67;7
01077_00001.ppm;79;82;7;7;72;75;7
01077_00002.ppm;67;69;6;6;60;62;7
01080_00000.ppm;172;184;14;15;157;169;7
01080_00001.ppm;157;169;13;14;144;154;7
01080_00002.ppm;142;154;12;13;129;140;7
01081_00000.ppm;167;111;14;9;152;101;7
01081_00001.ppm;164;109;14;9;150;100;7
01081_00002.ppm;153;108;13;9;140;99;7
01138_00000.ppm;141;154;12;13;128;141;7
01138_00001.ppm;170;183;14;15;156;168;7
01138_00002.ppm;119;130;10;11;108;118;7
01139_00000.ppm;104;112;9;9;94;103;7
01139_00001.ppm;98;105;8;9;89;95;7
01139_00002.ppm;93;99;8;8;84;91;7
01152_00000.ppm;146;158;12;13;133;144;7
01152_00001.ppm;134;141;11;12;122;129;7
01152_00002.ppm;121;130;10;11;110;119;7
01159_00000.ppm;98;111;8;9;90;102;7
01159_00001.ppm;93;103;8;9;84;94;7
01159_00002.ppm;107;119;9;10;97;109;7
01186_00000.ppm;92;98;8;8;83;89;7
01186_00001.ppm;80;87;7;7;73;79;7
01186_00002.ppm;56;60;5;5;51;55;7
01189_00000.ppm;111;117;9;10;102;106;7
01189_00001.ppm;129;133;11;11;117;121;7
01189_00002.ppm;145;151;12;13;132;137;7
01195_00000.ppm;104;116;9;10;94;106;7
01195_00001.ppm;112;127;9;11;102;115;7
01195_00002.ppm;96;108;8;9;88;98;7
01339_00000.ppm;128;63;11;5;116;58;7
01339_00001.ppm;57;58;5;5;51;52;7
01339_00002.ppm;52;53;5;5;47;47;7
01388_00000.ppm;143;64;12;5;131;58;7
01388_00001.ppm;62;61;5;5;57;55;7
01388_00002.ppm;55;56;5;5;50;50;7
01393_00000.ppm;88;92;7;8;80;84;7
01393_00001.ppm;74;79;6;7;67;71;7
01393_00002.ppm;212;104;18;9;193;94;7
01397_00000.ppm;54;54;5;5;48;49;7
01397_00001.ppm;60;60;5;5;54;55;7
01397_00002.ppm;108;60;9;5;99;54;7
01406_00000.ppm;96;98;8;8;87;89;7
01406_00001.ppm;69;72;6;6;62;65;7
01406_00002.ppm;81;82;7;7;73;75;7
01423_00000.ppm;88;94;7;8;80;85;7
01423_00001.ppm;71;76;6;6;65;69;7
01426_00000.ppm;58;58;5;5;52;53;7
01426_00001.ppm;67;68;6;6;60;61;7
01426_00002.ppm;153;64;13;5;139;58;7
01433_00000.ppm;98;108;8;9;90;98;7
01433_00001.ppm;79;88;7;7;71;81;7
01433_00002.ppm;139;159;12;13;126;146;7
01485_00000.ppm;97;111;8;9;88;101;7
01485_00001.ppm;119;135;10;11;108;124;7
01485_00002.ppm;151;175;13;15;137;159;7
01531_00000.ppm;72;80;6;7;66;73;7
01531_00001.ppm;86;95;7;8;78;86;7
01531_00002.ppm;104;116;9;10;95;106;7
01537_00000.ppm;154;179;13;15;141;164;7
01537_00001.ppm;109;120;9;10;99;109;7
01537_00002.ppm;88;98;7;8;80;90;7
01598_00000.ppm;128;117;11;10;116;107;7
01598_00001.ppm;116;106;10;9;106;97;7
01598_00002.ppm;108;100;9;8;99;92;7
01605_00000.ppm;82;83;7;7;75;75;7
01605_00001.ppm;100;100;8;8;91;92;7
01605_00002.ppm;182;98;15;8;167;89;7
01653_00000.ppm;104;112;9;9;94;103;7
01653_00001.ppm;131;143;11;12;119;131;7
01653_00002.ppm;232;159;19;13;213;145;7
01700_00000.ppm;82;87;7;7;74;80;7
01700_00001.ppm;98;105;8;9;89;96;7
01782_00000.ppm;134;151;11;13;123;138;7
01782_00001.ppm;98;106;8;9;89;97;7
01782_00002.ppm;76;83;6;7;70;76;7
01794_00000.ppm;166;178;14;15;152;162;7
01794_00001.ppm;110;119;9;10;101;108;7
01794_00002.ppm;84;88;7;7;76;80;7
01801_00000.ppm;87;93;7;8;79;84;7
01801_00001.ppm;75;81;6;7;68;74;7
01801_00002.ppm;117;122;10;10;107;112;7
01880_00000.ppm;84;94;7;8;77;86;7
01880_00001.ppm;103;111;9;9;94;102;7
01880_00002.ppm;70;76;6;6;63;70;7
01888_00000.ppm;176;118;15;10;161;107;7
01888_00001.ppm;74;84;6;7;68;77;7
01888_00002.ppm;87;106;7;9;80;97;7
