Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00564_00000.ppm;144;130;12;11;131;119;36
00564_00001.ppm;79;73;7;6;72;67;36
00564_00002.ppm;56;54;5;5;50;49;36
00676_00000.ppm;320;352;27;29;292;323;36
00676_00001.ppm;328;397;27;33;300;363;36
00676_00002.ppm;328;446;27;37;300;409;36
01285_00000.ppm;143;136;12;11;130;125;36
01285_00001.ppm;112;107;9;9;102;98;36
01285_00002.ppm;94;91;8;8;86;82;36
01457_00000.ppm;97;98;8;8;89;89;36
01457_00001.ppm;132;136;11;11;121;125;36
01457_00002.ppm;111;115;9;10;101;104;36
01606_00000.ppm;123;118;10;10;112;108;36
01606_00001.ppm;100;97;8;8;91;89;36
01606_00002.ppm;83;81;7;7;76;74;36
01687_00000.ppm;104;96;9;8;94;87;36
01687_00001.ppm;129;120;11;10;117;109;36
01687_00002.ppm;135;130;11;11;124;119;36
