8.2807,-0.67981,3.5632,0.028419,-0.18991,-0.31894,-0.89162,0.047441,0.1633,6.4173,4.2364,0.25622,2.1515,0.018619,-0.33157,-0.87817,0.19142,0.01577,8.5114,-1.4771,0.50218,-0.4046,1.0271,1.3359,-0.90518,0.11344,0.074357,-9.1134,2.1801,-2.3752,1.0263,-0.12343,-0.69433,0.75048,0.52726,0.098111,-8.0619,1.6939,0.26037,2.8782,1.1171,-1.3408,0.87258,-0.23197,-0.1196
8.3098,-0.91659,3.4425,-0.12712,-0.1458,-0.3157,-0.89057,0.036391,0.17049,6.7506,4.3246,1.0435,0.83842,-0.50897,0.29453,-0.87769,0.19423,0.015745,8.4987,-2.3844,0.13883,-0.19258,1.0383,1.0649,-0.89973,0.15775,0.035946,-9.2386,0.56605,-2.0234,0.61105,-0.042705,-0.62704,0.73754,0.55003,0.079967,-9.1548,1.8996,0.58602,1.4933,0.77696,-0.72957,0.88494,-0.20847,-0.064183
8.0121,-0.6783,3.7253,-0.28317,-0.1985,-0.31752,-0.89007,0.019238,0.17954,7.7072,4.0197,1.3882,-0.066283,-0.87212,0.76167,-0.87292,0.2089,0.030835,8.1029,-1.8704,0.26813,0.10325,0.893,0.83262,-0.89072,0.19016,-0.006314,-9.2393,0.86447,-1.6637,0.46721,-0.15873,-0.69485,0.72152,0.57149,0.051285,-8.4832,0.81585,-0.10761,0.22984,0.4816,-0.65001,0.89365,-0.18649,-0.028019
7.9375,-0.70726,3.7096,-0.38445,-0.20286,-0.36143,-0.88841,0.0041,0.18835,8.3894,3.4344,2.0798,-0.78779,-1.125,1.0473,-0.86251,0.24129,0.070734,7.4433,-1.1909,0.93329,-0.20472,0.70031,0.5447,-0.88434,0.21431,-0.033625,-9.9052,-0.025814,-0.97095,0.57795,-0.15329,-0.75758,0.70596,0.5913,0.036835,-7.9512,-3.0675,-0.96799,-0.74331,0.3789,-0.23144,0.89798,-0.17056,-0.018331
8.0871,-0.50155,3.8314,-0.48215,-0.20252,-0.39436,-0.88505,-0.009221,0.1946,8.8845,2.1129,2.609,-0.94857,-1.1963,0.95926,-0.8488,0.27605,0.12254,6.5223,-1.3764,1.3186,-0.6716,0.35572,0.19785,-0.88094,0.23609,-0.042927,-9.1184,0.46123,-1.9458,0.61847,-0.24177,-0.74052,0.68941,0.61387,0.02525,-8.2622,-5.6447,-0.43497,0.094718,0.20574,-0.046268,0.89716,-0.16525,-0.018196
8.744,-0.21086,3.9129,-0.59577,-0.16411,-0.48216,-0.88292,-0.029318,0.19966,9.456,1.7047,3.2716,-0.84735,-1.0489,0.65694,-0.8339,0.29779,0.1703,6.64,-2.0675,1.8409,-0.87658,-0.068524,-0.37737,-0.88448,0.23287,-0.04127,-9.2232,0.40197,-2.2179,0.50872,-0.25569,-0.75918,0.67107,0.63528,0.005342,-8.3352,-5.1265,-7.5749,0.15287,0.4921,0.12004,0.89698,-0.16787,-0.006654
8.7886,-0.16731,4.0478,-0.64932,-0.046077,-0.53744,-0.88075,-0.052903,0.20292,9.7196,1.7532,3.7545,-0.24325,-0.74788,0.40466,-0.82324,0.31019,0.20418,7.0645,-2.6436,2.3366,-0.79252,-0.44311,-1.126,-0.89276,0.20388,-0.024526,-9.8183,0.61829,-0.71486,0.85993,-0.31556,-0.62707,0.65479,0.65405,-0.01751,-7.5178,-12.006,-1.993,0.56342,0.65485,0.14271,0.89544,-0.17536,0.010043
8.6703,-0.025151,3.9285,-0.71198,0.061278,-0.5836,-0.87662,-0.081743,0.20354,9.4518,2.5791,3.4408,0.14357,-0.51615,0.37609,-0.81206,0.32318,0.22643,7.5535,-2.365,2.6227,-0.69219,-0.54516,-1.8228,-0.9078,0.13917,-0.003126,-9.6196,2.7027,-0.51811,1.5827,-0.5752,-0.43251,0.63741,0.66674,-0.073757,-7.7542,-1.8369,-0.71488,0.46927,0.66668,0.12826,0.89569,-0.17966,0.041817
9.3288,0.65792,4.0572,-0.96265,0.26997,-0.61028,-0.87571,-0.11057,0.19487,8.8769,3.2004,3.3089,0.11459,-0.33793,0.44751,-0.80381,0.33799,0.23723,8.0184,-2.2465,2.9162,-0.65143,-0.55474,-2.4073,-0.92,0.056224,0.019932,-9.4755,3.2326,-1.596,1.6651,-0.68971,-0.21619,0.62755,0.66951,-0.13281,-9.4157,3.0536,-0.1472,-0.53456,-0.010036,0.76805,0.89233,-0.19905,0.054327
14.854,1.119,3.6247,-1.0406,0.27774,-0.63268,-0.87438,-0.13702,0.18201,12.655,5.6951,3.6739,-0.61424,-0.4592,0.71263,-0.79351,0.35421,0.24824,11.647,-2.3029,2.493,-1.007,-0.62546,-3.1425,-0.92158,-0.03625,0.045299,-10.751,7.4549,-1.2136,0.6421,-0.21907,0.37209,0.6273,0.66313,-0.16503,-23.499,-30.811,1.7493,3.7786,-1.0608,-1.3366,0.89559,-0.18287,0.063338
