Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00071_00000.ppm;68;67;6;6;61;61;43
00071_00001.ppm;100;100;8;8;92;92;43
00071_00002.ppm;84;83;7;7;77;75;43
00073_00000.ppm;73;72;6;6;67;65;43
00073_00001.ppm;62;59;5;5;56;54;43
00073_00002.ppm;95;87;8;7;86;79;43
00865_00000.ppm;106;83;9;7;96;75;43
00865_00001.ppm;105;87;9;7;96;79;43
00865_00002.ppm;106;85;9;7;97;78;43
00873_00000.ppm;115;119;10;10;104;108;43
00873_00001.ppm;98;98;8;8;90;89;43
00873_00002.ppm;86;84;7;7;79;76;43
00878_00000.ppm;119;119;10;10;109;109;43
00878_00001.ppm;127;122;11;10;116;111;43
00878_00002.ppm;132;131;11;11;121;120;43
01094_00000.ppm;129;128;11;11;117;117;43
01094_00001.ppm;112;115;9;10;102;104;43
01094_00002.ppm;122;121;10;10;111;110;43
01164_00000.ppm;357;295;30;25;327;269;43
01164_00001.ppm;352;334;29;28;323;306;43
01164_00002.ppm;351;310;29;26;322;284;43
01589_00000.ppm;70;63;6;5;63;58;43
01589_00001.ppm;91;81;8;7;83;74;43
01589_00002.ppm;127;111;11;9;116;102;43
01733_00000.ppm;67;60;6;5;61;55;43
01733_00001.ppm;76;72;6;6;70;65;43
01733_00002.ppm;141;72;12;6;129;66;43
01735_00000.ppm;72;67;6;6;65;61;43
01735_00001.ppm;127;64;11;5;115;59;43
01735_00002.ppm;130;55;11;5;119;49;43
