Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00002_00000.ppm;81;84;7;7;74;77;17
00002_00001.ppm;97;99;8;8;89;91;17
00002_00002.ppm;191;74;16;6;175;67;17
00017_00000.ppm;99;108;8;9;91;98;17
00017_00001.ppm;72;76;6;6;65;69;17
00017_00002.ppm;58;62;5;5;52;57;17
00023_00000.ppm;56;56;5;5;50;51;17
00023_00001.ppm;80;83;7;7;73;76;17
00023_00002.ppm;144;64;12;5;131;59;17
00132_00000.ppm;104;118;9;10;95;107;17
00132_00001.ppm;123;140;10;12;112;128;17
00132_00002.ppm;148;171;12;14;136;156;17
00148_00000.ppm;95;112;8;9;87;103;17
00148_00001.ppm;57;62;5;5;51;56;17
00148_00002.ppm;47;48;5;5;42;43;17
00156_00000.ppm;56;55;5;5;51;50;17
00156_00001.ppm;133;132;11;11;121;120;17
00156_00002.ppm;41;41;5;5;35;35;17
00188_00000.ppm;145;135;12;11;133;123;17
00188_00001.ppm;92;87;8;7;83;80;17
00188_00002.ppm;111;106;9;9;101;96;17
00238_00000.ppm;83;87;7;7;76;80;17
00238_00001.ppm;96;103;8;9;88;93;17
00238_00002.ppm;67;72;6;6;61;65;17
00243_00000.ppm;81;80;7;7;73;72;17
00243_00001.ppm;80;85;7;7;72;77;17
00243_00002.ppm;83;71;7;6;75;65;17
00252_00000.ppm;73;75;6;6;66;69;17
00252_00001.ppm;94;95;8;8;85;86;17
00252_00002.ppm;111;118;9;10;101;108;17
00253_00000.ppm;96;99;8;8;87;91;17
00253_00001.ppm;123;134;10;11;112;123;17
00253_00002.ppm;68;70;6;6;61;64;17
00260_00000.ppm;123;85;10;7;112;77;17
00260_00001.ppm;122;93;10;8;112;84;17
00260_00002.ppm;61;71;5;6;55;64;17
00268_00000.ppm;88;96;7;8;81;87;17
00268_00001.ppm;122;124;10;10;111;114;17
00268_00002.ppm;238;130;20;11;217;118;17
00294_00000.ppm;109;117;9;10;99;106;17
00294_00001.ppm;91;98;8;8;82;89;17
00294_00002.ppm;145;156;12;13;133;142;17
00298_00000.ppm;73;74;6;6;67;67;17
00298_00001.ppm;123;124;10;10;112;113;17
00298_00002.ppm;91;94;8;8;82;85;17
00319_00000.ppm;98;95;8;8;89;87;17
00319_00001.ppm;142;154;12;13;130;141;17
00319_00002.ppm;111;119;9;10;101;108;17
00324_00000.ppm;112;118;9;10;102;108;17
00324_00001.ppm;139;140;12;12;126;128;17
00324_00002.ppm;177;179;15;15;162;164;17
00371_00000.ppm;124;128;10;11;114;116;17
00371_00001.ppm;61;63;5;5;55;58;17
00371_00002.ppm;43;46;5;5;38;41;17
00550_00000.ppm;190;112;16;9;174;103;17
00710_00000.ppm;189;202;16;17;172;184;17
00710_00001.ppm;169;182;14;15;155;166;17
00710_00002.ppm;158;169;13;14;144;154;17
00845_00000.ppm;58;58;5;5;53;53;17
00845_00001.ppm;60;58;5;5;54;52;17
00845_00002.ppm;60;58;5;5;54;52;17
00910_00000.ppm;84;94;7;8;76;85;17
00910_00001.ppm;76;80;6;7;69;73;17
00910_00002.ppm;81;84;7;7;73;76;17
01195_00000.ppm;117;131;10;11;106;119;17
01195_00001.ppm;108;120;9;10;99;110;17
01195_00002.ppm;98;111;8;9;90;102;17
01199_00000.ppm;58;54;5;5;53;49;17
01199_00001.ppm;53;53;5;5;48;47;17
01199_00002.ppm;54;55;5;5;48;50;17
01210_00000.ppm;180;58;15;5;164;53;17
01210_00001.ppm;175;111;15;9;160;101;17
01210_00002.ppm;181;88;15;7;166;81;17
01221_00000.ppm;38;39;5;5;33;33;17
01221_00001.ppm;39;39;5;5;33;33;17
01221_00002.ppm;39;38;5;5;34;32;17
01724_00000.ppm;122;124;10;10;111;114;17
01724_00001.ppm;201;139;17;12;183;126;17
01724_00002.ppm;81;80;7;7;74;72;17
