Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
01153_00000.ppm;141;142;12;12;128;130;0
01153_00001.ppm;120;123;10;10;109;113;0
01153_00002.ppm;105;107;9;9;96;98;0
01160_00000.ppm;94;105;8;9;86;95;0
01160_00001.ppm;128;139;11;12;117;127;0
01160_00002.ppm;110;118;9;10;101;108;0
01797_00000.ppm;85;95;7;8;77;87;0
01797_00001.ppm;180;193;15;16;164;177;0
01797_00002.ppm;121;133;10;11;110;121;0
01798_00000.ppm;81;88;7;7;74;81;0
01798_00001.ppm;240;249;20;21;220;227;0
01798_00002.ppm;136;146;11;12;124;134;0
01799_00000.ppm;253;263;21;22;232;241;0
01799_00001.ppm;139;151;12;13;127;137;0
01799_00002.ppm;99;110;8;9;91;100;0
