Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00020_00000.ppm;82;74;7;6;75;67;35
00020_00001.ppm;84;82;7;7;76;74;35
00020_00002.ppm;83;91;7;8;76;83;35
00031_00000.ppm;375;399;31;33;344;366;35
00031_00001.ppm;136;135;11;11;124;124;35
00031_00002.ppm;104;104;9;9;94;95;35
00345_00000.ppm;83;83;7;7;75;76;35
00345_00001.ppm;82;82;7;7;74;74;35
00345_00002.ppm;84;85;7;7;77;77;35
00359_00000.ppm;61;59;5;5;56;54;35
00359_00001.ppm;52;50;5;5;47;44;35
00359_00002.ppm;82;81;7;7;74;74;35
00360_00000.ppm;54;47;5;5;48;42;35
00360_00001.ppm;79;63;7;5;72;58;35
00360_00002.ppm;60;51;5;5;54;46;35
00378_00000.ppm;46;46;5;5;40;40;35
00378_00001.ppm;61;61;5;5;56;56;35
00378_00002.ppm;112;112;9;9;102;103;35
00481_00000.ppm;86;93;7;8;78;85;35
00481_00001.ppm;71;74;6;6;65;67;35
00481_00002.ppm;60;58;5;5;55;53;35
00585_00000.ppm;94;95;8;8;86;86;35
00585_00001.ppm;94;93;8;8;86;84;35
00585_00002.ppm;92;93;8;8;83;84;35
00588_00000.ppm;50;50;5;5;44;45;35
00588_00001.ppm;84;86;7;7;77;78;35
00588_00002.ppm;206;231;17;19;189;212;35
00592_00000.ppm;39;35;5;5;33;29;35
00592_00001.ppm;42;40;5;5;37;34;35
00592_00002.ppm;37;31;5;5;32;26;35
00707_00000.ppm;195;106;16;9;179;96;35
00707_00001.ppm;180;88;15;7;165;81;35
00707_00002.ppm;168;79;14;7;153;71;35
00722_00000.ppm;367;352;31;29;335;323;35
00722_00001.ppm;372;363;31;30;341;333;35
00722_00002.ppm;369;371;31;31;337;340;35
01216_00000.ppm;344;347;29;29;315;317;35
01216_00001.ppm;334;340;28;28;306;311;35
01216_00002.ppm;325;327;27;27;297;300;35
01294_00000.ppm;88;86;7;7;81;79;35
01294_00001.ppm;130;135;11;11;118;123;35
01294_00002.ppm;217;202;18;17;198;185;35
01299_00000.ppm;110;96;9;8;101;87;35
01299_00001.ppm;104;108;9;9;94;98;35
01299_00002.ppm;123;123;10;10;113;112;35
01324_00000.ppm;171;176;14;15;156;161;35
01324_00001.ppm;170;123;14;10;156;112;35
01324_00002.ppm;175;158;15;13;160;144;35
01600_00000.ppm;367;417;31;35;335;382;35
01600_00001.ppm;359;387;30;32;329;355;35
01600_00002.ppm;359;398;30;33;329;364;35
01661_00000.ppm;63;61;5;5;57;55;35
01661_00001.ppm;129;104;11;9;117;95;35
01661_00002.ppm;85;84;7;7;78;77;35
01677_00000.ppm;145;127;12;11;132;115;35
01677_00001.ppm;118;121;10;10;108;110;35
01677_00002.ppm;154;156;13;13;140;142;35
01711_00000.ppm;155;146;13;12;142;134;35
01711_00001.ppm;153;144;13;12;140;132;35
01711_00002.ppm;159;159;13;13;145;146;35
