Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00090_00000.ppm;119;87;10;7;108;80;46
00090_00001.ppm;116;79;10;7;106;72;46
00090_00002.ppm;115;81;10;7;104;74;46
00106_00000.ppm;132;110;11;9;121;101;46
00106_00001.ppm;140;99;12;8;127;90;46
00106_00002.ppm;95;68;8;6;86;61;46
00113_00000.ppm;88;49;7;5;81;43;46
00113_00001.ppm;168;111;14;9;153;102;46
00113_00002.ppm;129;80;11;7;118;72;46
00115_00000.ppm;165;88;14;7;151;80;46
00115_00001.ppm;70;53;6;5;64;47;46
00115_00002.ppm;81;60;7;5;73;55;46
00290_00000.ppm;109;75;9;6;100;69;46
00290_00001.ppm;85;59;7;5;78;54;46
00704_00000.ppm;130;96;11;8;119;87;46
00704_00001.ppm;136;94;11;8;124;86;46
00704_00002.ppm;139;94;12;8;126;86;46
00803_00000.ppm;141;57;12;5;128;52;46
00803_00001.ppm;159;71;13;6;145;64;46
00803_00002.ppm;147;67;12;6;134;61;46
00814_00000.ppm;140;103;12;9;127;94;46
00814_00001.ppm;121;84;10;7;111;76;46
00814_00002.ppm;131;92;11;8;120;84;46
00827_00000.ppm;108;76;9;6;99;69;46
00827_00001.ppm;112;80;9;7;102;72;46
00827_00002.ppm;100;72;8;6;91;65;46
00828_00000.ppm;160;73;13;6;146;67;46
00828_00001.ppm;82;30;7;5;75;25;46
00828_00002.ppm;178;87;15;7;162;79;46
00850_00000.ppm;81;59;7;5;74;53;46
00850_00001.ppm;72;48;6;5;65;43;46
00850_00002.ppm;75;51;6;5;68;45;46
00851_00000.ppm;115;88;10;7;105;80;46
01021_00000.ppm;115;88;10;7;105;80;46
01021_00001.ppm;116;86;10;7;105;79;46
01021_00002.ppm;119;84;10;7;109;77;46
01022_00000.ppm;118;82;10;7;108;74;46
01022_00001.ppm;118;84;10;7;108;76;46
01116_00000.ppm;76;54;6;5;69;48;46
01116_00001.ppm;82;57;7;5;74;52;46
01116_00002.ppm;79;56;7;5;72;50;46
01628_00000.ppm;115;91;10;8;105;82;46
01628_00001.ppm;112;70;9;6;103;64;46
01628_00002.ppm;118;74;10;6;107;67;46
