Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00012_00000.ppm;110;71;9;6;100;65;45
00012_00001.ppm;109;73;9;6;100;67;45
00012_00002.ppm;107;79;9;7;98;71;45
00033_00000.ppm;127;81;11;7;116;74;45
00033_00001.ppm;100;63;8;5;91;58;45
00033_00002.ppm;177;122;15;10;161;111;45
00035_00000.ppm;143;111;12;9;130;101;45
00035_00001.ppm;116;91;10;8;106;83;45
00035_00002.ppm;96;70;8;6;88;64;45
00036_00000.ppm;160;116;13;10;146;106;45
00036_00001.ppm;121;84;10;7;111;76;45
00036_00002.ppm;103;69;9;6;93;62;45
00129_00000.ppm;123;95;10;8;112;87;45
00129_00001.ppm;96;70;8;6;88;63;45
00129_00002.ppm;83;58;7;5;76;52;45
00318_00000.ppm;166;118;14;10;152;108;45
00318_00001.ppm;109;70;9;6;100;64;45
00318_00002.ppm;121;82;10;7;111;74;45
00321_00000.ppm;135;108;11;9;123;98;45
00321_00001.ppm;109;81;9;7;99;73;45
00321_00002.ppm;248;94;21;8;226;85;45
00451_00000.ppm;103;76;9;6;93;69;45
00451_00001.ppm;80;55;7;5;73;49;45
00451_00002.ppm;71;49;6;5;65;43;45
00477_00000.ppm;130;92;11;8;119;84;45
00477_00001.ppm;130;91;11;8;119;82;45
00477_00002.ppm;132;98;11;8;120;90;45
00615_00000.ppm;176;143;15;12;160;131;45
00615_00001.ppm;179;128;15;11;164;116;45
00615_00002.ppm;179;121;15;10;163;110;45
00833_00000.ppm;117;79;10;7;107;71;45
00833_00001.ppm;99;58;8;5;90;52;45
00833_00002.ppm;88;55;7;5;81;50;45
00995_00000.ppm;82;52;7;5;75;47;45
00995_00001.ppm;72;48;6;5;65;43;45
01187_00000.ppm;117;82;10;7;106;74;45
01187_00001.ppm;117;83;10;7;106;76;45
01187_00002.ppm;118;80;10;7;107;73;45
01192_00000.ppm;85;56;7;5;78;50;45
01192_00001.ppm;86;56;7;5;78;51;45
01193_00000.ppm;91;60;8;5;82;54;45
01193_00001.ppm;88;61;7;5;81;56;45
01193_00002.ppm;91;63;8;5;82;57;45
01193_00003.ppm;88;60;7;5;81;54;45
01284_00000.ppm;184;134;15;11;169;123;45
01284_00001.ppm;187;133;16;11;170;122;45
01284_00002.ppm;188;129;16;11;172;118;45
01350_00000.ppm;122;69;10;6;111;62;45
01350_00001.ppm;124;100;10;8;113;92;45
01350_00002.ppm;127;80;11;7;116;72;45
01390_00000.ppm;97;72;8;6;89;66;45
01390_00001.ppm;98;70;8;6;90;64;45
01390_00002.ppm;97;63;8;5;89;58;45
01391_00000.ppm;97;71;8;6;89;64;45
01391_00001.ppm;100;75;8;6;91;68;45
01391_00002.ppm;97;67;8;6;88;60;45
01392_00000.ppm;99;82;8;7;91;75;45
01392_00001.ppm;97;67;8;6;89;60;45
01392_00002.ppm;96;62;8;5;87;57;45
01432_00000.ppm;220;166;18;14;202;151;45
01432_00001.ppm;227;176;19;15;208;161;45
01432_00002.ppm;236;164;20;14;215;150;45
01489_00000.ppm;160;136;13;11;147;125;45
01489_00001.ppm;157;106;13;9;144;96;45
01489_00002.ppm;148;94;12;8;135;85;45
01573_00000.ppm;105;72;9;6;96;66;45
01573_00001.ppm;151;106;13;9;137;96;45
01573_00002.ppm;338;117;28;10;310;107;45
01637_00000.ppm;351;256;29;21;321;235;45
01637_00001.ppm;338;251;28;21;309;230;45
01637_00002.ppm;315;224;26;19;289;204;45
01679_00000.ppm;192;141;16;12;176;129;45
01679_00001.ppm;193;145;16;12;176;132;45
01679_00002.ppm;199;133;17;11;181;121;45
